"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"635579","occ","","","68380","Anourosorex","genus","40452","Early Pleistocene","","2.588","0.781","19685"
"635580","occ","","","68380","Sorex quadraticauda","species","115142","Early Pleistocene","","2.588","0.781","19685"
"635582","occ","","","68380","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","19685"
"635583","occ","","","68380","Soriculus","genus","40488","Early Pleistocene","","2.588","0.781","19685"
"635584","occ","","","68380","Soriculus","genus","40488","Early Pleistocene","","2.588","0.781","19685"
"635585","occ","","","68380","Chimarrogale","genus","158793","Early Pleistocene","","2.588","0.781","19685"
"635935","occ","","","34397","Myosorex","genus","40473","Late Pliocene","","3.6","2.588","19698"
"635936","occ","","","34397","Deinsdorfia","genus","55020","Late Pliocene","","3.6","2.588","19698"
"635937","occ","","","34397","Blarinoides","genus","40459","Late Pliocene","","3.6","2.588","19698"
"635938","occ","","","34397","Episoriculus gibberodon","species","54307","Late Pliocene","","3.6","2.588","19698"
"635939","occ","","","34397","Paenelimnoecus","genus","40478","Late Pliocene","","3.6","2.588","19698"
"635942","occ","","","68413","Myosorex","genus","40473","Late Pliocene","","3.6","2.588","19698"
"635943","occ","","","68413","Episoriculus","genus","40468","Late Pliocene","","3.6","2.588","19698"
"635949","occ","","","49096","Myosorex","genus","40473","Late Pliocene","","3.6","2.588","19698"
"635950","occ","","","49096","Deinsdorfia","genus","55020","Late Pliocene","","3.6","2.588","19698"
"635951","occ","","","49096","Episoriculus gibberodon","species","54307","Late Pliocene","","3.6","2.588","19698"
"635952","occ","","","49096","Paenelimnoecus","genus","40478","Late Pliocene","","3.6","2.588","19698"
"635972","occ","","","40548","Paenelimnoecus","genus","40478","Ruscinian","","5.333","3.2","19698"
"635974","occ","","","36014","Episoriculus gibberodon","species","54307","Pliocene","","5.333","2.588","19698"
"635987","occ","","","68414","Episoriculus gibberodon","species","54307","Pliocene","","5.333","2.588","19698"
"636180","occ","","","35064","Episoriculus gibberodon","species","54307","Ruscinian","","5.333","3.2","19698"
"636181","occ","","","35064","Paenelimnoecus","genus","40478","Ruscinian","","5.333","3.2","19698"
"636183","occ","","","36103","Episoriculus gibberodon","species","54307","Pliocene","","5.333","2.588","19698"
"636187","occ","","","37048","Blarinoides","genus","40459","MN 14","","4.9","4.2","19698"
"636191","occ","","","68418","Deinsdorfia","genus","55020","MN 14","","4.9","4.2","19698"
"636206","occ","","","68420","Soricidae","family","40443","MP 29","","28.4","23.03","19701"
"636621","occ","","","32189","Deinsdorfia kerkhoffi","species","92791","Turolian","","8.7","5.333","19740"
"637052","occ","","","68570","Neomys","genus","40474","MN 15","","4.2","3.2","19450"
"637053","occ","","","68570","Episoriculus","genus","40468","MN 15","","4.2","3.2","19450"
"637054","occ","","","68570","Soricini","tribe","54884","MN 15","","4.2","3.2","19450"
"637055","occ","","","68569","Crocidurinae","subfamily","56994","MN 13","","7.246","4.9","19450"
"637056","occ","","","68569","Soricinae","subfamily","53430","MN 13","","7.246","4.9","19450"
"637057","occ","","","68569","Amblycoptus","genus","40447","MN 13","","7.246","4.9","19450"
"637058","occ","","","68565","Amblycoptus","genus","40447","MN 13","","7.246","4.9","19450"
"637059","occ","","","68565","Soricidae","family","40443","MN 13","","7.246","4.9","19450"
"637060","occ","","","68559","Paenelimnoecus","genus","40478","MN 7 + 8","","12.75","11.1","19450"
"637061","occ","","","68560","Crocidurinae","subfamily","56994","Middle Miocene","","15.97","11.608","19450"
"637062","occ","","","68560","Soricinae","subfamily","53430","Middle Miocene","","15.97","11.608","19450"
"637063","occ","","","68559","Soricinae","subfamily","53430","MN 7 + 8","","12.75","11.1","19450"
"637064","occ","","","68564","Crocidurinae","subfamily","56994","Miocene","","23.03","5.333","19450"
"637065","occ","","","68564","Soricinae","subfamily","53430","Miocene","","23.03","5.333","19450"
"637066","occ","","","68568","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","19450"
"637067","occ","","","68568","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","19450"
"637068","occ","","","68561","Soricidae","family","40443","MN 6","","13.65","12.75","19450"
"637069","occ","","","68561","Soricidae","family","40443","MN 6","","13.65","12.75","19450"
"637070","occ","","","68562","Soricidae","family","40443","Miocene","","23.03","5.333","19450"
"637071","occ","","","68547","Soricidae","family","40443","MN 5","","15.97","13.65","24292"
"639309","occ","","","68812","Nesiotites","genus","40475","Late Pliocene","","3.6","2.588","19858"
"639366","occ","","","68813","Nesiotites","genus","40475","Late Pliocene","Early Pleistocene","3.6","0.781","19817"
"640810","occ","","","69098","Soricidae","family","40443","MN 4","","16.9","15.97","19926"
"640862","occ","","","69099","Soricidae","family","40443","MN 4","","16.9","15.97","19926"
"641019","occ","","","69116","Pseudotrimylus","genus","40484","MN 4","","16.9","15.97","19926"
"641072","occ","","","69062","Episoriculus corsicanus","species","94470","Middle Pleistocene","","0.781","0.126","19913"
"642534","occ","","","69303","Soricidae","family","40443","MN 3","","20","16.9","19973"
"643528","occ","","","69435","Lartetium","genus","111513","MN 4","","16.9","15.97","19985"
"643529","occ","","","69435","Paenelimnoecus","genus","40478","MN 4","","16.9","15.97","19985"
"645275","occ","","","69711","Lartetium","genus","111513","MN 6","","13.65","12.75","23390"
"645330","occ","","","58983","Soricidae","family","40443","Serravallian","","13.82","11.62","23390"
"647036","occ","","","17709","Limnoecinae","subfamily","253422","Geringian","","30.8","26.3","19303"
"648255","occ","","","28043","Pseudotrimylus","genus","40484","Harrisonian","","24.8","20.43","19303"
"648284","occ","","","17843","Limnoecus","genus","40471","Harrisonian","","24.8","20.43","19303"
"648784","occ","","","17892","Pseudotrimylus","genus","40484","Hemingfordian","","20.43","15.97","19303"
"648791","occ","","","17934","Pseudotrimylus","genus","40484","Hemingfordian","","20.43","15.97","19303"
"648804","occ","","","17963","Limnoecus compressus","species","51635","Hemingfordian","","20.43","15.97","19303"
"648811","occ","","","17889","Limnoecus","genus","40471","Late Hemingfordian","","20.43","15.97","19303"
"648958","occ","","","20540","Sorex","genus","40486","Blancan","","4.9","1.8","23541"
"648959","occ","","","20540","Notiosorex","genus","40476","Blancan","","4.9","1.8","23541"
"649140","occ","","","70130","Sorex hoyi","species","51645","Rancholabrean","","0.3","0.012","23549"
"650566","occ","","","70325","Soricidae","family","40443","MN 1","","23.03","22.4","23602"
"650765","occ","","","69098","Lartetium","genus","111513","MN 4","","16.9","15.97","23602"
"650766","occ","","","69098","Crocidosoricinae","subfamily","53426","MN 4","","16.9","15.97","23602"
"652480","occ","","","69930","Clapasorex alvarezae","species","96874","MN 3","","20","16.9","23347"
"652482","occ","","","69930","Oligosorex","genus","40477","MN 3","","20","16.9","23347"
"652486","occ","","","34531","Soricella discrepans","species","111509","Middle Miocene","","15.97","11.608","23347"
"652487","occ","","","34531","Clapasorex alvarezae","species","96874","Middle Miocene","","15.97","11.608","23347"
"652488","occ","","","34531","Oligosorex","genus","40477","Middle Miocene","","15.97","11.608","23347"
"652890","occ","","","70525","Crocidura","genus","40463","Pliocene","","5.333","2.588","23659"
"652908","occ","","","70523","Crocidura","genus","40463","Pliocene","","5.333","2.588","23659"
"652909","occ","","","70523","Suncus murinus","species","231475","Pliocene","","5.333","2.588","23659"
"652910","occ","","","70523","Soricidae","family","40443","Pliocene","","5.333","2.588","23659"
"652922","occ","","","70522","Crocidura","genus","40463","Pliocene","","5.333","2.588","23659"
"661452","occ","","","71263","Notiosorex crawfordi","species","51636","Late Pleistocene","Holocene","0.126","0","24053"
"661453","occ","","","71263","Cryptotis parva","species","51658","Late Pleistocene","Holocene","0.126","0","24053"
"661487","occ","","","71264","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","24062"
"661488","occ","","","71264","Notiosorex crawfordi","species","51636","Late Pleistocene","","0.126","0.0117","24062"
"661680","occ","","","71291","Cryptotis","genus","40464","Lujanian","","0.781","0.012","24108"
"665424","occ","","","71662","Sorex margaritodon","species","99184","Early Pleistocene","","2.588","0.781","24188"
"686199","occ","","","73861","Crocidosoricinae","subfamily","53426","MN 4","MN 5","16.9","13.65","24771"
"689850","occ","","","74144","Sorex palustris","species","51657","Late Pleistocene","","0.126","0.0117","1316"
"689858","occ","","","74145","Sorex palustris","species","51657","Late Pleistocene","","0.126","0.0117","1316"
"690881","occ","","","74336","Sorex cinereus","species","51634","Middle Pleistocene","","0.781","0.126","24963"
"691168","occ","","","74472","Sorex","genus","40486","Early Pleistocene","","2.588","0.781","24982"
"691180","occ","","","74473","Sorex vagrans","species","51670","Late Pleistocene","","0.126","0.0117","1326"
"691181","occ","","","74473","Sorex palustris","species","51657","Late Pleistocene","","0.126","0.0117","1326"
"691182","occ","","","74473","Notiosorex crawfordi","species","51636","Late Pleistocene","","0.126","0.0117","1326"
"691222","occ","","","74474","Notiosorex crawfordi","species","51636","Holocene","","0.0117","0","1326"
"691619","occ","","","74496","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","24991"
"699445","occ","","","59125","Srinitium caeruleum","species","108626","MP 28","","28.4","23.03","25358"
"699456","occ","","","74679","Ulmensia antecedens","species","108720","MP 29","","28.4","23.03","25358"
"699457","occ","","","74679","Crocidosorex","genus","40462","MP 29","","28.4","23.03","25358"
"700588","occ","","","48296","Kordosia topali","species","108995","Turolian","","8.7","5.333","25424"
"700862","occ","","","75300","Sorex minutoides","species","109069","Early Pliocene","","5.333","3.6","25440"
"700863","occ","","","75300","Sorex ertemteensis","species","109070","Early Pliocene","","5.333","3.6","25440"
"700864","occ","","","75300","Sorex pseudoalpinus","species","109071","Early Pliocene","","5.333","3.6","25440"
"700865","occ","","","75300","Sorex","genus","40486","Early Pliocene","","5.333","3.6","25440"
"700866","occ","","","75300","Petenyia katrinae","species","109072","Early Pliocene","","5.333","3.6","25440"
"700867","occ","","","75300","Lunanosorex lii","species","109092","Early Pliocene","","5.333","3.6","25440"
"700868","occ","","","75300","Paenelimnoecus obtusus","species","109088","Early Pliocene","","5.333","3.6","25440"
"703223","occ","","","75481","Crusafontina endemica","species","92721","MN 9","","11.1","9.7","25476"
"703224","occ","","","75481","Paenelimnoecus repenningi","species","91115","MN 9","","11.1","9.7","25476"
"703225","occ","","","75481","Soricinae","subfamily","53430","MN 9","","11.1","9.7","25476"
"704782","occ","","","75601","Taatsiinia hoeckorum","species","110020","Early Oligocene","","33.9","28.4","25523"
"704783","occ","","","75602","Tavoonyia altaica","species","110022","Late Oligocene","","28.4","23.03","25523"
"704784","occ","","","75600","Builstynia fontana","species","110024","Late Miocene","","11.608","5.333","25523"
"707894","occ","","","66105","Ulmensia ehrensteinensis","species","110753","MP 30","","28.4","23.03","25685"
"708977","occ","","","75974","Soricidae","family","40443","Middle Pleistocene","","0.781","0.126","25710"
"709029","occ","","","68591","Sorex minutoides","species","109069","Late Miocene","","11.608","5.333","25659"
"709030","occ","","","68591","Sorex ertemteensis","species","109070","Late Miocene","","11.608","5.333","25659"
"709031","occ","","","68591","Sorex pseudoalpinus","species","109071","Late Miocene","","11.608","5.333","25659"
"709032","occ","","","68591","Zelceina kormosi","species","110664","Late Miocene","","11.608","5.333","25659"
"709033","occ","","","68591","Alloblarinella sinica","species","110670","Late Miocene","","11.608","5.333","25659"
"709034","occ","","","68591","Paenepetenyia zhudingi","species","110701","Late Miocene","","11.608","5.333","25659"
"709035","occ","","","68591","Cokia kowalskae","species","110705","Late Miocene","","11.608","5.333","25659"
"709036","occ","","","68591","Paranourosorex inexspectatus","species","110729","Late Miocene","","11.608","5.333","25659"
"709037","occ","","","68591","Paenelimnoecus obtusus","species","109088","Late Miocene","","11.608","5.333","25659"
"709038","occ","","","68592","Sorex minutoides","species","109069","Early Pliocene","","5.333","3.6","25659"
"709039","occ","","","68592","Sorex ertemteensis","species","109070","Early Pliocene","","5.333","3.6","25659"
"709040","occ","","","68592","Sorex pseudoalpinus","species","109071","Early Pliocene","","5.333","3.6","25659"
"709041","occ","","","68592","Zelceina kormosi","species","110664","Early Pliocene","","5.333","3.6","25659"
"709042","occ","","","68592","Paenepetenyia zhudingi","species","110701","Early Pliocene","","5.333","3.6","25659"
"709043","occ","","","68592","Cokia kowalskae","species","110705","Early Pliocene","","5.333","3.6","25659"
"709044","occ","","","68592","Paranourosorex inexspectatus","species","110729","Early Pliocene","","5.333","3.6","25659"
"709919","occ","","","76059","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","25748"
"709992","occ","","","76060","Sorex merriami","species","51652","Late Pleistocene","","0.126","0.0117","25748"
"711968","occ","","","66105","Crocidosorex","genus","40462","MP 30","","28.4","23.03","25685"
"711970","occ","","","66138","Crocidosorex","genus","40462","MN 2","","22.4","20","25685"
"711971","occ","","","66138","Crocidosorex","genus","40462","MN 2","","22.4","20","25685"
"711972","occ","","","66138","Soricella discrepans","species","111509","MN 2","","22.4","20","25685"
"711974","occ","","","68040","Miosorex","genus","53427","MN 3","","20","16.9","25685"
"711975","occ","","","68040","Soricella discrepans","species","111509","MN 3","","20","16.9","25685"
"711976","occ","","","68040","Florinia stehlini","species","111512","MN 3","","20","16.9","25685"
"711977","occ","","","68040","Paenelimnoecus micromorphus","species","111510","MN 3","","20","16.9","25685"
"711981","occ","","","69179","Carposorex","genus","40460","MN 3","","20","16.9","25685"
"711982","occ","","","69179","Miosorex","genus","53427","MN 3","","20","16.9","25685"
"711983","occ","","","69179","Soricella discrepans","species","111509","MN 3","","20","16.9","25685"
"711984","occ","","","69179","Hemisorex","genus","111517","MN 3","","20","16.9","25685"
"711985","occ","","","69179","Crocidosoricinae","subfamily","53426","MN 3","","20","16.9","25685"
"711991","occ","","","28629","Miosorex pusilliformis","species","111507","MN 4","","16.9","15.97","25685"
"711992","occ","","","28629","Miosorex","genus","53427","MN 4","","16.9","15.97","25685"
"711993","occ","","","28629","Soricella discrepans","species","111509","MN 4","","16.9","15.97","25685"
"711994","occ","","","28629","Soricella","genus","40487","MN 4","","16.9","15.97","25685"
"711995","occ","","","28629","Florinia stehlini","species","111512","MN 4","","16.9","15.97","25685"
"711996","occ","","","28629","Lartetium petersbuchense","species","111516","MN 4","","16.9","15.97","25685"
"711997","occ","","","28629","Paenelimnoecus micromorphus","species","111510","MN 4","","16.9","15.97","25685"
"712000","occ","","","69775","Miosorex pusilliformis","species","111507","MN 4","","16.9","15.97","25685"
"712001","occ","","","69775","Soricella discrepans","species","111509","MN 4","","16.9","15.97","25685"
"712002","occ","","","69775","Florinia stehlini","species","111512","MN 4","","16.9","15.97","25685"
"712003","occ","","","69775","Lartetium petersbuchense","species","111516","MN 4","","16.9","15.97","25685"
"712004","occ","","","69775","Lartetium","genus","111513","MN 4","","16.9","15.97","25685"
"712005","occ","","","69775","Paenelimnoecus micromorphus","species","111510","MN 4","","16.9","15.97","25685"
"723115","occ","","","69802","Crusafontina kormosi","species","91210","MN 11","","8.7","7.75","23407"
"724140","occ","","","49816","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","26261"
"724141","occ","","","49816","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","26261"
"724219","occ","","","33396","Sorex subminutus","species","115170","MN 15","","4.2","3.2","26264"
"724222","occ","","","33396","Petenyiella zelcea","species","94101","MN 15","","4.2","3.2","19902"
"724315","occ","","","69540","Soricidae","family","40443","MN 4","","16.9","15.97","23349"
"725894","occ","","","78015","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","26261"
"725895","occ","","","78015","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","26261"
"726472","occ","","","78058","Miosorex grivensis","species","56995","MN 7 + 8","","12.75","11.1","26329"
"728556","occ","","","78313","Soricidae","family","40443","MN 10","MN 11","9.7","7.75","26367"
"728564","occ","","","78314","Soricidae","family","40443","MN 10","MN 11","9.7","7.75","26367"
"728623","occ","","","78316","Soricidae","family","40443","MN 10","MN 11","9.7","7.75","26367"
"740503","occ","","","79628","Paenelimnoecus","genus","40478","Late Miocene","","11.608","5.333","26725"
"740509","occ","","","79629","Blarinoides aliciae","species","119580","MN 16","","3.2","2.588","26731"
"740893","occ","","","79660","Sorex palustris","species","51657","Pleistocene","Holocene","2.588","0","26764"
"740894","occ","","","79660","Blarina brevicauda","species","51632","Pleistocene","Holocene","2.588","0","26764"
"741183","occ","","","59167","Myosorex","genus","40473","Messinian","Piacenzian","7.246","2.588","5401"
"741184","occ","","","59167","Suncus","genus","40490","Messinian","Piacenzian","7.246","2.588","5401"
"741185","occ","","","59167","Soricidae","family","40443","Messinian","Piacenzian","7.246","2.588","5401"
"750375","occ","","","35313","Crusafontina vandeweerdi","species","121372","Turolian","","8.7","5.333","11139"
"773207","occ","","","82890","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","27862"
"773208","occ","","","82890","Sorex palustris","species","51657","Late Pleistocene","","0.126","0.0117","27862"
"773241","occ","","","82890","Sorex arcticus","species","51630","Late Pleistocene","","0.126","0.0117","27864"
"781616","occ","","","84195","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","28192"
"781617","occ","","","84195","Blarina carolinensis","species","51633","Late Pleistocene","","0.126","0.0117","28192"
"782805","occ","","","84364","Oligosorex","genus","40477","MP 30","","28.4","23.03","28268"
"782806","occ","","","84364","Ulmensia antecedens","species","108720","MP 30","","28.4","23.03","28268"
"804621","occ","","","87787","Crocidura","genus","40463","MN 9","","11.1","9.7","29516"
"833084","occ","","","92422","Soricidae","family","40443","Turolian","","8.7","5.333","31155"
"833096","occ","","","92423","Soricidae","family","40443","Turolian","","8.7","5.333","31155"
"833228","occ","","","92437","Crocidura","genus","40463","Pleistocene","","2.588","0.0117","31146"
"833824","occ","","","92640","Soricidae","family","40443","MN 7 + 8","","12.75","11.1","31215"
"835204","occ","","","92733","Suncus","genus","40490","Holocene","","0.0117","0","31261"
"835993","occ","","","92787","Chimarrogale","genus","158793","Late Pleistocene","","0.126","0.0117","31309"
"835994","occ","","","92787","Anourosorex squamipes","species","115140","Late Pleistocene","","0.126","0.0117","31309"
"835995","occ","","","92787","Soriculus","genus","40488","Late Pleistocene","","0.126","0.0117","31309"
"838494","occ","","","17932","Pseudotrimylus blacki","species","160575","Hemingfordian","","20.43","15.97","31437"
"838754","occ","","","93103","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","3185"
"838811","occ","","","93106","Paracryptotis gidleyi","species","44541","Blancan","","4.9","1.8","31461"
"839027","occ","","","93139","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","31471"
"839030","occ","","","93139","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","31471"
"839031","occ","","","93140","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","31471"
"839034","occ","","","93140","Notiosorex","genus","40476","Late Pleistocene","","0.126","0.0117","31471"
"839719","occ","","","93178","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","31481"
"841532","occ","","","93277","Cryptotis","genus","40464","Late Pleistocene","","0.126","0.0117","31561"
"841533","occ","","","93277","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","31561"
"841680","occ","","","93326","Sorex","genus","40486","Late Pleistocene","Holocene","0.126","0","31567"
"841743","occ","","","93332","Sorex arcticus","species","51630","Late Pleistocene","","0.126","0.0117","31578"
"841759","occ","","","93334","Sorex cinereus","species","51634","Late Pleistocene","","0.126","0.0117","31580"
"841760","occ","","","93334","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","31580"
"841944","occ","","","93374","Notiosorex crawfordi","species","51636","Late Pleistocene","Holocene","0.126","0","31595"
"842558","occ","","","93528","Sorex cinereus","species","51634","Late Pleistocene","","0.126","0.0117","31647"
"842559","occ","","","93528","Sorex monticolus","species","51654","Late Pleistocene","","0.126","0.0117","31647"
"842560","occ","","","93528","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","31647"
"842561","occ","","","93528","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","31647"
"906492","occ","","","101897","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","34644"
"906493","occ","","","101897","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","34644"
"906513","occ","","","101898","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","34644"
"906514","occ","","","101898","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","34644"
"906568","occ","","","101899","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","34644"
"906569","occ","","","101899","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","34644"
"914493","occ","","","98313","Cryptotis parva","species","51658","Blancan","Irvingtonian","4.9","0.3","33964"
"915240","occ","","","103991","Sorex arcticus","species","51630","Late Pleistocene","","0.126","0.0117","35027"
"915241","occ","","","103991","Sorex cinereus","species","51634","Late Pleistocene","","0.126","0.0117","35027"
"915242","occ","","","103991","Sorex dispar","species","51639","Late Pleistocene","","0.126","0.0117","35027"
"915243","occ","","","103991","Sorex fumeus","species","51643","Late Pleistocene","","0.126","0.0117","35027"
"915244","occ","","","103991","Sorex palustris","species","51657","Late Pleistocene","","0.126","0.0117","35027"
"915245","occ","","","103991","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","35027"
"915246","occ","","","103991","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","35027"
"915247","occ","","","103991","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","35027"
"915670","occ","","","104758","Sorex cinereus","species","51634","Late Pleistocene","","0.126","0.0117","34884"
"915671","occ","","","104758","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","34884"
"915672","occ","","","104758","Sorex fumeus","species","51643","Late Pleistocene","","0.126","0.0117","34884"
"915673","occ","","","104758","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","34884"
"915674","occ","","","104758","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","34884"
"919170","occ","","","104034","Sorex cinereus","species","51634","Late Pleistocene","Holocene","0.126","0","1461"
"919171","occ","","","104034","Sorex fumeus","species","51643","Late Pleistocene","Holocene","0.126","0","1461"
"919221","occ","","","104035","Sorex arcticus","species","51630","Late Pleistocene","Holocene","0.126","0","1461"
"919222","occ","","","104035","Sorex cinereus","species","51634","Late Pleistocene","Holocene","0.126","0","1461"
"919223","occ","","","104035","Sorex dispar","species","51639","Late Pleistocene","Holocene","0.126","0","1461"
"919224","occ","","","104035","Sorex fumeus","species","51643","Late Pleistocene","Holocene","0.126","0","1461"
"919267","occ","","","104040","Sorex","genus","40486","Holocene","","0.0117","0","1461"
"919347","occ","","","104666","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","1461"
"919367","occ","","","104670","Sorex","genus","40486","Late Pleistocene","Holocene","0.126","0","1461"
"919377","occ","","","104672","Sorex arcticus","species","51630","Late Pleistocene","Holocene","0.126","0","1461"
"919378","occ","","","104672","Sorex cinereus","species","51634","Late Pleistocene","Holocene","0.126","0","1461"
"919379","occ","","","104672","Sorex dispar","species","51639","Late Pleistocene","Holocene","0.126","0","1461"
"919380","occ","","","104672","Sorex fumeus","species","51643","Late Pleistocene","Holocene","0.126","0","1461"
"919381","occ","","","104672","Sorex palustris","species","51657","Late Pleistocene","Holocene","0.126","0","1461"
"919382","occ","","","104672","Sorex","genus","40486","Late Pleistocene","Holocene","0.126","0","1461"
"919383","occ","","","104672","Sorex hoyi","species","51645","Late Pleistocene","Holocene","0.126","0","1461"
"919419","occ","","","20388","Sorex fumeus","species","51643","Irvingtonian","","1.8","0.3","1461"
"919462","occ","","","104676","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","1461"
"919463","occ","","","104676","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","1461"
"919497","occ","","","104681","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","1461"
"919519","occ","","","104685","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","1461"
"919520","occ","","","104685","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","1461"
"919565","occ","","","104694","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","1461"
"919584","occ","","","104697","Sorex cinereus","species","51634","Late Pleistocene","","0.126","0.0117","1461"
"919585","occ","","","104697","Sorex dispar","species","51639","Late Pleistocene","","0.126","0.0117","1461"
"919586","occ","","","104697","Sorex fumeus","species","51643","Late Pleistocene","","0.126","0.0117","1461"
"920314","occ","","","104662","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","35161"
"927248","occ","","","104689","Blarina brevicauda","species","51632","Late Pleistocene","Holocene","0.126","0","35379"
"927249","occ","","","104689","Sorex fumeus","species","51643","Late Pleistocene","Holocene","0.126","0","35379"
"934305","occ","","","82258","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","35381"
"934306","occ","","","82258","Sorex cinereus","species","51634","Late Pleistocene","","0.126","0.0117","35381"
"934307","occ","","","82258","Sorex fumeus","species","51643","Late Pleistocene","","0.126","0.0117","35381"
"934311","occ","","","82258","Sorex arcticus","species","51630","Late Pleistocene","","0.126","0.0117","35381"
"934312","occ","","","82258","Sorex palustris","species","51657","Late Pleistocene","","0.126","0.0117","35381"
"934313","occ","","","82258","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","35381"
"934314","occ","","","82258","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","35381"
"945310","occ","","","55533","Sorex","genus","40486","Holocene","","0.0117","0","36257"
"945311","occ","","","55533","Neomys fodiens","species","231841","Holocene","","0.0117","0","36257"
"945348","occ","","","109704","Sorex","genus","40486","Middle Pleistocene","","0.781","0.126","36257"
"945349","occ","","","109704","Petenyia hungarica","species","54110","Middle Pleistocene","","0.781","0.126","36257"
"971753","occ","","","32052","Suncus","genus","40490","Late Pliocene","","3.6","2.588","37350"
"971754","occ","","","32052","Episoriculus","genus","40468","Late Pliocene","","3.6","2.588","37350"
"973215","occ","","","115611","Soricidae","family","40443","MN 13","","7.246","4.9","37384"
"973240","occ","","","115623","Soricidae","family","40443","MN 14","","4.9","4.2","37384"
"978897","occ","","","21713","Soricidae","family","40443","Late Pliocene","","3.6","2.588","4809"
"1012842","occ","","","123868","Sorex arcticus","species","51630","Late Pleistocene","","0.126","0.0117","39856"
"1012844","occ","","","123868","Sorex fumeus","species","51643","Late Pleistocene","","0.126","0.0117","39856"
"1012845","occ","","","123868","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","39856"
"1012846","occ","","","123868","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","39856"
"1012847","occ","","","123868","Cryptotis parva","species","51658","Late Pleistocene","","0.126","0.0117","39856"
"1014136","occ","","","124198","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","39856"
"1014137","occ","","","124198","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","39856"
"1014178","occ","","","124199","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","39856"
"1014179","occ","","","124199","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","39856"
"1015140","occ","","","124089","Sorex cinereus","species","51634","Late Pleistocene","","0.126","0.0117","39880"
"1015141","occ","","","124089","Sorex hoyi","species","51645","Late Pleistocene","","0.126","0.0117","39880"
"1015142","occ","","","124089","Blarina brevicauda","species","51632","Late Pleistocene","","0.126","0.0117","39880"
"1020747","occ","","","124950","Sorex","genus","40486","Late Pleistocene","","0.126","0.0117","40496"
"1020749","occ","","","124950","Blarina","genus","40457","Late Pleistocene","","0.126","0.0117","40496"
"1020775","occ","","","93837","Crocidura","genus","40463","Late Pleistocene","","0.126","0.0117","40497"
"1025950","occ","","","125716","Soricidae","family","40443","MN 3","","20","16.9","40824"
"1028312","occ","","","125941","Sorex cinereus","species","51634","Pleistocene","","2.588","0.0117","40888"
