"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"198631","occ","9733","","20492","Blarina brevicauda","species","44538","","Blarina brevicauda","","species","51632","Irvingtonian","Rancholabrean","1.8","0.012","Alroy","2002","6294","Chordata","Mammalia","","Soricidae","Blarina","","","","","-98.199997","39.000000","Rezabek","","Locality No. 5<br>DUPLICATE REF 1854 or 1855","US","Kansas","Lincoln","based on political unit","1","small collection","","gp_mid","-97.80","39.23","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","possibly early Rancholabrean according to Jones et al. 1984","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"198689","occ","","","20500","Sorex sp.","genus","40486","","Sorex","","genus","40486","Irvingtonian","","1.8","0.3","Hintlian","1975","1916","Chordata","Mammalia","","Soricidae","Sorex","","","","","-102.500000","42.700001","Rushville Quarry (UNSM Sd-3)","","Main Rushville Quarry; UNSM Sh-3","US","Nebraska","Sheridan","based on political unit","1","small collection","","gp_mid","-102.10","42.94","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","UNSM","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"198771","occ","","","20506","Sorex sp.","genus","40486","","Sorex","","genus","40486","Irvingtonian","","1.8","0.3","Rogers et al.","2000","2940","Chordata","Mammalia","","Soricidae","Sorex","","","","","-107.000000","36.500000","SAM Cave (Pink Solid)","","NMMNH L-43","US","New Mexico","Rio Arriba","based on political unit","1","small collection","10 km NW of San Antonio Mountain","gp_mid","-106.65","36.76","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","said to be younger than Under Arch and older than the LB collections but direct stratigraphic superposition is not indicated<br>NISP cannot be determined because specimens are listed as ""many teeth"" for all common species<br>said to be early Pleistocene","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"198810","occ","","","20513","Soricidae indet.","family","40443","","Soricidae","","family","40443","Irvingtonian","","1.8","0.3","Rogers et al.","2000","2940","Chordata","Mammalia","","Soricidae","","","","1","specimens","-107.000000","36.500000","SAM Cave (LB 6)","","NMMNH L-43","US","New Mexico","Rio Arriba","based on political unit","1","small collection","10 km NW of San Antonio Mountain","gp_mid","-106.65","36.76","101","US","","","","","","","SAMLB","6","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","3 specimens","","","","","generically identifiable NISP 3<br>in a normal polarity zone<br>levels LB 7 8 and 9 are illustrated but yield no vertebrate fauna<br>said to be early Pleistocene","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"198818","occ","","","20514","Sorex sp.","genus","40486","","Sorex","","genus","40486","Irvingtonian","","1.8","0.3","Rogers et al.","2000","2940","Chordata","Mammalia","","Soricidae","Sorex","","","1","specimens","-107.000000","36.500000","SAM Cave (Kathy's Pit)","","NMMNH L-43","US","New Mexico","Rio Arriba","based on political unit","1","small collection","10 km NW of San Antonio Mountain","gp_mid","-106.65","36.76","101","US","","","","","","","SAMLB","10","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","107 specimens","","","","","in a normal polarity zone<br>generically identifiable NISP 107<br>apparently superposed over the LB section i.e. over level LB 9<br>said to be early Pleistocene","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"198838","occ","","","20516","Sorex cf. cinereus","species","51634","","Sorex cinereus","","species","51634","Irvingtonian","","1.8","0.3","Semken","1966","3099","Chordata","Mammalia","","Soricidae","Sorex","","","","","-97.599998","38.299999","Sandahl Gravel Pit","","","US","Kansas","McPherson","based on political unit","1","","","gp_mid","-97.21","38.53","101","US","","McPherson","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","""Sandahl Local Fauna"" includes five other gravel pits<br>possibly relevant: Paramylodon harlani McDonald 1995: ""Sandahl""","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"198921","occ","","","20528","Sorex sp.","genus","40486","","Sorex","","genus","40486","Irvingtonian","","1.8","0.3","Reynolds and Reeder","1991","2887","Chordata","Mammalia","","Soricidae","Sorex","","","","","-117.000000","33.900002","Shutt Ranch","","SBCM 5.3.64","US","California","Riverside","based on political unit","1","small collection","1 mi W of Calimesa","gp_mid","-116.58","34.09","105","US","","San Timoteo","","upper","","","ElCas","400","bottom to top","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","""well above"" El Casco: Albright 1999b","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"198938","occ","9781","","20530","Sorex sp.","genus","40486","","Sorex","","genus","40486","Irvingtonian","","1.8","0.3","Dalquest and Schultz","1992","6202","Chordata","Mammalia","","Soricidae","Sorex","","","","","-101.900002","33.700001","Slaton Quarry","","Evans and Meade Locality 14; UCMP V-5325","US","Texas","Lubbock","based on political unit","1","small collection","Yellowhouse Canyon 7.6 km NE of Slaton","gp_mid","-101.54","33.94","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","lacustrine deposit channelled into Bridwell Fm.<br>Sangamonian according to Hibbard 1970c but ""late Yarmouthian to earliest Illinoian"" according to Kurten and Anderson 1980<br>overlies UCMP V-4143 Smart Ranch (Hemphillian)","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"199028","occ","","","20554","Sorex arcticus","species","51630","","Sorex arcticus","","species","51630","Irvingtonian","","1.8","0.3","Kurten and Anderson","1980","6221","Chordata","Mammalia","","Soricidae","Sorex","","","","","-79.300003","38.700001","Trout Cave Entrance","","","US","West Virginia","Pendleton","based on political unit","1","","Potomac River 4.8 km SW of Franklin","gp_mid","-78.85","38.85","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","nearby New Trout Cave is probably entirely Wisconsinan: Holman and Grady 1987<br>this list is INCOMPLETE definitely missing at 14 least species","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"199029","occ","","","20554","Blarina brevicauda","species","44538","","Blarina brevicauda","","species","51632","Irvingtonian","","1.8","0.3","Jones et al.","1984","2046","Chordata","Mammalia","","Soricidae","Blarina","","","","","-79.300003","38.700001","Trout Cave Entrance","","","US","West Virginia","Pendleton","based on political unit","1","","Potomac River 4.8 km SW of Franklin","gp_mid","-78.85","38.85","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","nearby New Trout Cave is probably entirely Wisconsinan: Holman and Grady 1987<br>this list is INCOMPLETE definitely missing at 14 least species","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"199132","occ","","","20560","Sorex cinereus","species","51634","","Sorex cinereus","","species","51634","Irvingtonian","","1.8","0.3","Dalquest and Carpenter","1988","1319","Chordata","Mammalia","","Soricidae","Sorex","","","","","-99.500000","33.750000","Vera","","UM-T1-56 -57 -58","US","Texas","Baylor and Knox","based on political unit","2","small collection","","gp_mid","-99.14","33.99","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","immediately below Lava Creek B volcanic ash (see Rock Creek)<br>Peromyscus cragini is not actually present: Dalquest and Carpenter 1988<br>Dalquest and Schultz 1992: second Ondatra sp.; said to be a contaminant by Martin 1996<br>considered a part of the ""Cudahy fauna"" sensu lato and removed from the Seymour Fm. by Hibbard 1975","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"199133","occ","","","20560","Cryptotis parva","species","45376","","Cryptotis parva","","species","51658","Irvingtonian","","1.8","0.3","Dalquest and Carpenter","1988","1319","Chordata","Mammalia","","Soricidae","Cryptotis","","","","","-99.500000","33.750000","Vera","","UM-T1-56 -57 -58","US","Texas","Baylor and Knox","based on political unit","2","small collection","","gp_mid","-99.14","33.99","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","immediately below Lava Creek B volcanic ash (see Rock Creek)<br>Peromyscus cragini is not actually present: Dalquest and Carpenter 1988<br>Dalquest and Schultz 1992: second Ondatra sp.; said to be a contaminant by Martin 1996<br>considered a part of the ""Cudahy fauna"" sensu lato and removed from the Seymour Fm. by Hibbard 1975","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"199134","occ","","","20560","Blarina cf. brevicauda","species","44538","","Blarina brevicauda","","species","51632","Irvingtonian","","1.8","0.3","Hibbard and Dalquest","1966","1899","Chordata","Mammalia","","Soricidae","Blarina","","","","","-99.500000","33.750000","Vera","","UM-T1-56 -57 -58","US","Texas","Baylor and Knox","based on political unit","2","small collection","","gp_mid","-99.14","33.99","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","immediately below Lava Creek B volcanic ash (see Rock Creek)<br>Peromyscus cragini is not actually present: Dalquest and Carpenter 1988<br>Dalquest and Schultz 1992: second Ondatra sp.; said to be a contaminant by Martin 1996<br>considered a part of the ""Cudahy fauna"" sensu lato and removed from the Seymour Fm. by Hibbard 1975","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"199146","occ","","","20562","Blarina cf. carolinensis","species","44539","","Blarina carolinensis","","species","51633","Irvingtonian","","1.8","0.3","Jones et al.","1984","2046","Chordata","Mammalia","","Soricidae","Blarina","","","","","-95.000000","39.799999","Wathena","","","US","Kansas","Doniphan","based on political unit","1","","","gp_mid","-94.59","40.02","101","US","","","","","","","","","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","","","","","","","no proper list is available as the original description is an unpublished M.S. thesis; supposedly 11 species are present","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"199176","occ","","","20566","Sorex n. sp. kansasensis","species","51646","","Sorex kansasensis","","species","51646","Irvingtonian","","1.8","0.3","McMullen","1975","2544","Chordata","Mammalia","","Soricidae","Sorex","","","","","-98.099998","38.400002","Williams Farm","","","US","Kansas","Rice","based on political unit","1","","","gp_mid","-97.71","38.63","101","US","","","","","","","","","","","","","said to be  Illinoian","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
