"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","composition","architecture","thickness","reinforcement"
"375472","occ","","","35442","Sorex runtonensis","species","54109","","Sorex runtonensis","","species","54109","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Sorex","","","","","18.400000","45.833332","Nagyharsanyhegy locality 4","","Nagyharsányhegy 4","HU","Barany","","based on nearby landmark","seconds","","Co-ordinates based on the town of Nagyharsany. 'parallel to the the main range of the Villany mountains some 2 km distance to the south is the 3km long narrow Nagyharsanyhegy 442m a.s.l. with soaring steep ledges to the south and north.' ","gp_mid","18.71","45.31","308","HU","","","","","","","","","","","","","Biharian Late Lower Pleistocene. 'Kretzoi employed the designation no. 4 for those sites in the eastern wall of the eastern quarry of the hill which Kormos described as hollows filled with brown sediment.'","'hollows filled with brown sediment'","","","","","","","","","","","","","'The southern slope and the ridge are very strongly karstic and the hill is composed of very steep in places almost vertical Mesozoic formations. The first of these are Anisian dolomite in the north which is followed by Callovian Cornbrash limestone (according to recent studies: Pliensbachian (Lower Jurassic) and then Callovian layers) then Lower and Upper Malm limestone then a sediment hiatus in which a bauxite formation is intercalated; finally Lower Cretaceous rocks on the southern slope of the hill. Here and there red clay containing bone remains fills the vertical clefs of the system of faults marring the hill.' (originally in German in Kretzoi (1956) translated into English by Janossy (1986).","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","","","","","","","","'the literature contains a series of mistakes concerning this locality and some of the previous lists certainly do not represent similar aged material.' The locality was subsequently demolished by quarrying.","This list 'incorporates corrections made by Kormos and Kretzoi.'","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375473","occ","","","35442","Beremendia fissidens","species","40456","species not entered","Beremendia","","genus","40456","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Beremendia","","","","","18.400000","45.833332","Nagyharsanyhegy locality 4","","Nagyharsányhegy 4","HU","Barany","","based on nearby landmark","seconds","","Co-ordinates based on the town of Nagyharsany. 'parallel to the the main range of the Villany mountains some 2 km distance to the south is the 3km long narrow Nagyharsanyhegy 442m a.s.l. with soaring steep ledges to the south and north.' ","gp_mid","18.71","45.31","308","HU","","","","","","","","","","","","","Biharian Late Lower Pleistocene. 'Kretzoi employed the designation no. 4 for those sites in the eastern wall of the eastern quarry of the hill which Kormos described as hollows filled with brown sediment.'","'hollows filled with brown sediment'","","","","","","","","","","","","","'The southern slope and the ridge are very strongly karstic and the hill is composed of very steep in places almost vertical Mesozoic formations. The first of these are Anisian dolomite in the north which is followed by Callovian Cornbrash limestone (according to recent studies: Pliensbachian (Lower Jurassic) and then Callovian layers) then Lower and Upper Malm limestone then a sediment hiatus in which a bauxite formation is intercalated; finally Lower Cretaceous rocks on the southern slope of the hill. Here and there red clay containing bone remains fills the vertical clefs of the system of faults marring the hill.' (originally in German in Kretzoi (1956) translated into English by Janossy (1986).","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","","","","","","","","'the literature contains a series of mistakes concerning this locality and some of the previous lists certainly do not represent similar aged material.' The locality was subsequently demolished by quarrying.","This list 'incorporates corrections made by Kormos and Kretzoi.'","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375474","occ","","","35442","Crocidura obtusa","species","40463","species not entered","Crocidura","","genus","40463","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Crocidura","","","","","18.400000","45.833332","Nagyharsanyhegy locality 4","","Nagyharsányhegy 4","HU","Barany","","based on nearby landmark","seconds","","Co-ordinates based on the town of Nagyharsany. 'parallel to the the main range of the Villany mountains some 2 km distance to the south is the 3km long narrow Nagyharsanyhegy 442m a.s.l. with soaring steep ledges to the south and north.' ","gp_mid","18.71","45.31","308","HU","","","","","","","","","","","","","Biharian Late Lower Pleistocene. 'Kretzoi employed the designation no. 4 for those sites in the eastern wall of the eastern quarry of the hill which Kormos described as hollows filled with brown sediment.'","'hollows filled with brown sediment'","","","","","","","","","","","","","'The southern slope and the ridge are very strongly karstic and the hill is composed of very steep in places almost vertical Mesozoic formations. The first of these are Anisian dolomite in the north which is followed by Callovian Cornbrash limestone (according to recent studies: Pliensbachian (Lower Jurassic) and then Callovian layers) then Lower and Upper Malm limestone then a sediment hiatus in which a bauxite formation is intercalated; finally Lower Cretaceous rocks on the southern slope of the hill. Here and there red clay containing bone remains fills the vertical clefs of the system of faults marring the hill.' (originally in German in Kretzoi (1956) translated into English by Janossy (1986).","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","","","","","","","","'the literature contains a series of mistakes concerning this locality and some of the previous lists certainly do not represent similar aged material.' The locality was subsequently demolished by quarrying.","This list 'incorporates corrections made by Kormos and Kretzoi.'","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375603","occ","","","35457","Crocidura obtusa","species","40463","species not entered","Crocidura","","genus","40463","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Crocidura","","","","","18.450001","45.866669","Somssich Hill no. 2","","Somssichhegy 2","HU","Barany","","based on nearby landmark","seconds","","Somssich Hill lies approximately 500m SW of the village of Villany (on which the co-ordinates are based). Locality 2 is on the northern slope of the hill near locality 1. 'situated about 9m east (90 degrees) of the southeastern-eastern corner of a press house itself about 50m east of elevation point 180.2m.'","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Late Lower Pleistocene Biharian.","'In contrast with similar localities in the Villany mountains this loessy sediment was definitely light yellow in colour.'","","","","","","","","","","","","","'the site was made up of a hollow filling left by quarrying of Malm (Oxfordian) limestone.'","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","Excavated in 'layers in a 1 by 2m portion of the sediment in 1975. In the course of yearly excavations we reached a depth of 6m in 1981.'\r\n'to a depth of about 5m the homogeneous loess did not change its colour although from about 2m compact freshwater limestone (calcite) deposits impeded the work. Around a depth of 6m the sediment started changing colour to brownish-red. All the 20-30cm thick layers removed contained small vertebrate remains in statistically analysable quantities. Preliminary analysis of this material showed that the relative abundance of Pitymys arvalidens decreased from 65-75% in the upper layer to 4% in the lower layers while that of Lagurus increased to 65%. Further down the relative abundance of the two species became equal. Layer no. 29 slightly more reddish in colour contained the only primate specimen (Macaca sp.) whereas layer no. 30 similar in colour and consistency contained the only tooth remain of the lemming (Lemmus sp.).'","This is a preliminary list disregarding stratification and based on several thousand finds.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375604","occ","","","35457","Sorex runtonensis","species","54109","","Sorex runtonensis","","species","54109","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Sorex","","","","","18.450001","45.866669","Somssich Hill no. 2","","Somssichhegy 2","HU","Barany","","based on nearby landmark","seconds","","Somssich Hill lies approximately 500m SW of the village of Villany (on which the co-ordinates are based). Locality 2 is on the northern slope of the hill near locality 1. 'situated about 9m east (90 degrees) of the southeastern-eastern corner of a press house itself about 50m east of elevation point 180.2m.'","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Late Lower Pleistocene Biharian.","'In contrast with similar localities in the Villany mountains this loessy sediment was definitely light yellow in colour.'","","","","","","","","","","","","","'the site was made up of a hollow filling left by quarrying of Malm (Oxfordian) limestone.'","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","Excavated in 'layers in a 1 by 2m portion of the sediment in 1975. In the course of yearly excavations we reached a depth of 6m in 1981.'\r\n'to a depth of about 5m the homogeneous loess did not change its colour although from about 2m compact freshwater limestone (calcite) deposits impeded the work. Around a depth of 6m the sediment started changing colour to brownish-red. All the 20-30cm thick layers removed contained small vertebrate remains in statistically analysable quantities. Preliminary analysis of this material showed that the relative abundance of Pitymys arvalidens decreased from 65-75% in the upper layer to 4% in the lower layers while that of Lagurus increased to 65%. Further down the relative abundance of the two species became equal. Layer no. 29 slightly more reddish in colour contained the only primate specimen (Macaca sp.) whereas layer no. 30 similar in colour and consistency contained the only tooth remain of the lemming (Lemmus sp.).'","This is a preliminary list disregarding stratification and based on several thousand finds.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375605","occ","","","35457","Sorex minutus","species","115169","","Sorex minutus","","species","115169","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Sorex","","","","","18.450001","45.866669","Somssich Hill no. 2","","Somssichhegy 2","HU","Barany","","based on nearby landmark","seconds","","Somssich Hill lies approximately 500m SW of the village of Villany (on which the co-ordinates are based). Locality 2 is on the northern slope of the hill near locality 1. 'situated about 9m east (90 degrees) of the southeastern-eastern corner of a press house itself about 50m east of elevation point 180.2m.'","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Late Lower Pleistocene Biharian.","'In contrast with similar localities in the Villany mountains this loessy sediment was definitely light yellow in colour.'","","","","","","","","","","","","","'the site was made up of a hollow filling left by quarrying of Malm (Oxfordian) limestone.'","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","Excavated in 'layers in a 1 by 2m portion of the sediment in 1975. In the course of yearly excavations we reached a depth of 6m in 1981.'\r\n'to a depth of about 5m the homogeneous loess did not change its colour although from about 2m compact freshwater limestone (calcite) deposits impeded the work. Around a depth of 6m the sediment started changing colour to brownish-red. All the 20-30cm thick layers removed contained small vertebrate remains in statistically analysable quantities. Preliminary analysis of this material showed that the relative abundance of Pitymys arvalidens decreased from 65-75% in the upper layer to 4% in the lower layers while that of Lagurus increased to 65%. Further down the relative abundance of the two species became equal. Layer no. 29 slightly more reddish in colour contained the only primate specimen (Macaca sp.) whereas layer no. 30 similar in colour and consistency contained the only tooth remain of the lemming (Lemmus sp.).'","This is a preliminary list disregarding stratification and based on several thousand finds.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375606","occ","","","35457","Beremendia fissidens","species","40456","species not entered","Beremendia","","genus","40456","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Beremendia","","","","","18.450001","45.866669","Somssich Hill no. 2","","Somssichhegy 2","HU","Barany","","based on nearby landmark","seconds","","Somssich Hill lies approximately 500m SW of the village of Villany (on which the co-ordinates are based). Locality 2 is on the northern slope of the hill near locality 1. 'situated about 9m east (90 degrees) of the southeastern-eastern corner of a press house itself about 50m east of elevation point 180.2m.'","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Late Lower Pleistocene Biharian.","'In contrast with similar localities in the Villany mountains this loessy sediment was definitely light yellow in colour.'","","","","","","","","","","","","","'the site was made up of a hollow filling left by quarrying of Malm (Oxfordian) limestone.'","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","Excavated in 'layers in a 1 by 2m portion of the sediment in 1975. In the course of yearly excavations we reached a depth of 6m in 1981.'\r\n'to a depth of about 5m the homogeneous loess did not change its colour although from about 2m compact freshwater limestone (calcite) deposits impeded the work. Around a depth of 6m the sediment started changing colour to brownish-red. All the 20-30cm thick layers removed contained small vertebrate remains in statistically analysable quantities. Preliminary analysis of this material showed that the relative abundance of Pitymys arvalidens decreased from 65-75% in the upper layer to 4% in the lower layers while that of Lagurus increased to 65%. Further down the relative abundance of the two species became equal. Layer no. 29 slightly more reddish in colour contained the only primate specimen (Macaca sp.) whereas layer no. 30 similar in colour and consistency contained the only tooth remain of the lemming (Lemmus sp.).'","This is a preliminary list disregarding stratification and based on several thousand finds.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375607","occ","","","35457","Episoriculus sp.","genus","40468","","Episoriculus","","genus","40468","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Episoriculus","","","","","18.450001","45.866669","Somssich Hill no. 2","","Somssichhegy 2","HU","Barany","","based on nearby landmark","seconds","","Somssich Hill lies approximately 500m SW of the village of Villany (on which the co-ordinates are based). Locality 2 is on the northern slope of the hill near locality 1. 'situated about 9m east (90 degrees) of the southeastern-eastern corner of a press house itself about 50m east of elevation point 180.2m.'","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Late Lower Pleistocene Biharian.","'In contrast with similar localities in the Villany mountains this loessy sediment was definitely light yellow in colour.'","","","","","","","","","","","","","'the site was made up of a hollow filling left by quarrying of Malm (Oxfordian) limestone.'","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","Excavated in 'layers in a 1 by 2m portion of the sediment in 1975. In the course of yearly excavations we reached a depth of 6m in 1981.'\r\n'to a depth of about 5m the homogeneous loess did not change its colour although from about 2m compact freshwater limestone (calcite) deposits impeded the work. Around a depth of 6m the sediment started changing colour to brownish-red. All the 20-30cm thick layers removed contained small vertebrate remains in statistically analysable quantities. Preliminary analysis of this material showed that the relative abundance of Pitymys arvalidens decreased from 65-75% in the upper layer to 4% in the lower layers while that of Lagurus increased to 65%. Further down the relative abundance of the two species became equal. Layer no. 29 slightly more reddish in colour contained the only primate specimen (Macaca sp.) whereas layer no. 30 similar in colour and consistency contained the only tooth remain of the lemming (Lemmus sp.).'","This is a preliminary list disregarding stratification and based on several thousand finds.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375674","occ","","","35459","Sorex runtonensis","species","54109","","Sorex runtonensis","","species","54109","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Sorex","","","86","specimens","18.450001","45.866669","Villany locality 6","","Villány 6 Villany-Kalkberg Sud Villány-Kalkberg Süd.","HU","Barany","","based on nearby landmark","seconds","","In Meszkohegy Quarry between the village of Villany (on which the co-ordinates are based) and the railway station (to the north of the village).","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Biharian late Lower Pleistocene.","'terra rossa'","","","","","","","","","","","","","'the wide Oxfordian limestone of the southern wall is dissected by a vertical 1m wide cleft in the eastern upper portion of the large quarry of Mészoköhegy of Villany about 50m from locality no. 3 and is filled in its entire height by... terra rossa... and is very rich in fossils.' (originally published in Hungarian by Kretzoi (1956) translated into English in Janossy (1986)).","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","'Kormos collected samples here in 1931 Kretzoi and co-workers uncovered remains 'from the loose material among the strongly cemented parts' on which the faunal list is based. (i.e. not in-situ.)","biostratigraphic","bulk,field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375675","occ","","","35459","Sorex cf. minutus","species","115169","","Sorex minutus","","species","115169","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Sorex","","","2","specimens","18.450001","45.866669","Villany locality 6","","Villány 6 Villany-Kalkberg Sud Villány-Kalkberg Süd.","HU","Barany","","based on nearby landmark","seconds","","In Meszkohegy Quarry between the village of Villany (on which the co-ordinates are based) and the railway station (to the north of the village).","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Biharian late Lower Pleistocene.","'terra rossa'","","","","","","","","","","","","","'the wide Oxfordian limestone of the southern wall is dissected by a vertical 1m wide cleft in the eastern upper portion of the large quarry of Mészoköhegy of Villany about 50m from locality no. 3 and is filled in its entire height by... terra rossa... and is very rich in fossils.' (originally published in Hungarian by Kretzoi (1956) translated into English in Janossy (1986)).","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","'Kormos collected samples here in 1931 Kretzoi and co-workers uncovered remains 'from the loose material among the strongly cemented parts' on which the faunal list is based. (i.e. not in-situ.)","biostratigraphic","bulk,field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375676","occ","","","35459","Drepanosorex margaritodon","species","253423","species not entered","Drepanosorex","","genus","253423","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Drepanosorex","","","2","specimens","18.450001","45.866669","Villany locality 6","","Villány 6 Villany-Kalkberg Sud Villány-Kalkberg Süd.","HU","Barany","","based on nearby landmark","seconds","","In Meszkohegy Quarry between the village of Villany (on which the co-ordinates are based) and the railway station (to the north of the village).","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Biharian late Lower Pleistocene.","'terra rossa'","","","","","","","","","","","","","'the wide Oxfordian limestone of the southern wall is dissected by a vertical 1m wide cleft in the eastern upper portion of the large quarry of Mészoköhegy of Villany about 50m from locality no. 3 and is filled in its entire height by... terra rossa... and is very rich in fossils.' (originally published in Hungarian by Kretzoi (1956) translated into English in Janossy (1986)).","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","'Kormos collected samples here in 1931 Kretzoi and co-workers uncovered remains 'from the loose material among the strongly cemented parts' on which the faunal list is based. (i.e. not in-situ.)","biostratigraphic","bulk,field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375677","occ","","","35459","Beremendia fissidens","species","40456","species not entered","Beremendia","","genus","40456","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Beremendia","","","17","specimens","18.450001","45.866669","Villany locality 6","","Villány 6 Villany-Kalkberg Sud Villány-Kalkberg Süd.","HU","Barany","","based on nearby landmark","seconds","","In Meszkohegy Quarry between the village of Villany (on which the co-ordinates are based) and the railway station (to the north of the village).","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Biharian late Lower Pleistocene.","'terra rossa'","","","","","","","","","","","","","'the wide Oxfordian limestone of the southern wall is dissected by a vertical 1m wide cleft in the eastern upper portion of the large quarry of Mészoköhegy of Villany about 50m from locality no. 3 and is filled in its entire height by... terra rossa... and is very rich in fossils.' (originally published in Hungarian by Kretzoi (1956) translated into English in Janossy (1986)).","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","'Kormos collected samples here in 1931 Kretzoi and co-workers uncovered remains 'from the loose material among the strongly cemented parts' on which the faunal list is based. (i.e. not in-situ.)","biostratigraphic","bulk,field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375678","occ","","","35459","Crocidura obtusa","species","40463","species not entered","Crocidura","","genus","40463","Early Pleistocene","","2.588","0.781","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Crocidura","","","86","specimens","18.450001","45.866669","Villany locality 6","","Villány 6 Villany-Kalkberg Sud Villány-Kalkberg Süd.","HU","Barany","","based on nearby landmark","seconds","","In Meszkohegy Quarry between the village of Villany (on which the co-ordinates are based) and the railway station (to the north of the village).","gp_mid","18.76","45.35","308","HU","","","","","","","","","","","","","Biharian late Lower Pleistocene.","'terra rossa'","","","","","","","","","","","","","'the wide Oxfordian limestone of the southern wall is dissected by a vertical 1m wide cleft in the eastern upper portion of the large quarry of Mészoköhegy of Villany about 50m from locality no. 3 and is filled in its entire height by... terra rossa... and is very rich in fossils.' (originally published in Hungarian by Kretzoi (1956) translated into English in Janossy (1986)).","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","'Kormos collected samples here in 1931 Kretzoi and co-workers uncovered remains 'from the loose material among the strongly cemented parts' on which the faunal list is based. (i.e. not in-situ.)","biostratigraphic","bulk,field collection","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375759","occ","","","35463","Sorex runtonensis","species","54109","","Sorex runtonensis","","species","54109","Middle Pleistocene","","0.781","0.126","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Sorex","","","7","specimens","18.450001","45.866669","Villany locality 8 level 9","","Villány 8 level 9","HU","Barany","","based on nearby landmark","seconds","","'At the middle of the southern slope of the 'ridge quarry' of Villany about 10m west of locality no. 7 lies a cleft running in a north to south direction which continues downwards in a chimney-like cave about 1-1.5m in diameter.' (This chimney forms locality 8). Co-ordinates based on the village of Villany.","gp_mid","18.45","45.87","308","HU","","","","","","","","","","","","","Biharian Middle Pleistocene. The cave was opened from one side during quarrying and Kretzoi and his co-workers including the author (Janossy) in 1953 and 1955 removed material in 12 layers. The series starting from the bottom begins with reddish clay with large calcite deposits and in the upper layers is composed of limy loess formations.'","'limy loess formations'","","","","","","","","","","","","","","mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","grassland-steppe environment.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375760","occ","","","35463","Drepanosorex margaritodon","species","253423","species not entered","Drepanosorex","","genus","253423","Middle Pleistocene","","0.781","0.126","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Drepanosorex","","","1","specimens","18.450001","45.866669","Villany locality 8 level 9","","Villány 8 level 9","HU","Barany","","based on nearby landmark","seconds","","'At the middle of the southern slope of the 'ridge quarry' of Villany about 10m west of locality no. 7 lies a cleft running in a north to south direction which continues downwards in a chimney-like cave about 1-1.5m in diameter.' (This chimney forms locality 8). Co-ordinates based on the village of Villany.","gp_mid","18.45","45.87","308","HU","","","","","","","","","","","","","Biharian Middle Pleistocene. The cave was opened from one side during quarrying and Kretzoi and his co-workers including the author (Janossy) in 1953 and 1955 removed material in 12 layers. The series starting from the bottom begins with reddish clay with large calcite deposits and in the upper layers is composed of limy loess formations.'","'limy loess formations'","","","","","","","","","","","","","","mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","grassland-steppe environment.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375779","occ","","","35464","Sorex runtonensis","species","54109","","Sorex runtonensis","","species","54109","Middle Pleistocene","","0.781","0.126","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Sorex","","","34","specimens","18.450001","45.866669","Villany locality 8 level 10","","Villány 8 level 10","HU","Barany","","based on nearby landmark","seconds","","'At the middle of the southern slope of the 'ridge quarry' of Villany about 10m west of locality no. 7 lies a cleft running in a north to south direction which continues downwards in a chimney-like cave about 1-1.5m in diameter.' (This chimney forms locality 8). Co-ordinates based on the village of Villany.","gp_mid","18.45","45.87","308","HU","","","","","","","","","","","","","Biharian Middle Pleistocene. The cave was opened from one side during quarrying and Kretzoi and his co-workers including the author (Janossy) in 1953 and 1955 removed material in 12 layers. The series starting from the bottom begins with reddish clay with large calcite deposits and in the upper layers is composed of limy loess formations.'","'limy loess formations.'","","","","","","","","","","","","","","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","grassland-steppe environment.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375780","occ","","","35464","Sorex cf. minutus","species","115169","","Sorex minutus","","species","115169","Middle Pleistocene","","0.781","0.126","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Sorex","","","1","specimens","18.450001","45.866669","Villany locality 8 level 10","","Villány 8 level 10","HU","Barany","","based on nearby landmark","seconds","","'At the middle of the southern slope of the 'ridge quarry' of Villany about 10m west of locality no. 7 lies a cleft running in a north to south direction which continues downwards in a chimney-like cave about 1-1.5m in diameter.' (This chimney forms locality 8). Co-ordinates based on the village of Villany.","gp_mid","18.45","45.87","308","HU","","","","","","","","","","","","","Biharian Middle Pleistocene. The cave was opened from one side during quarrying and Kretzoi and his co-workers including the author (Janossy) in 1953 and 1955 removed material in 12 layers. The series starting from the bottom begins with reddish clay with large calcite deposits and in the upper layers is composed of limy loess formations.'","'limy loess formations.'","","","","","","","","","","","","","","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","grassland-steppe environment.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375781","occ","","","35464","Drepanosorex margaritodon","species","253423","species not entered","Drepanosorex","","genus","253423","Middle Pleistocene","","0.781","0.126","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Drepanosorex","","","7","specimens","18.450001","45.866669","Villany locality 8 level 10","","Villány 8 level 10","HU","Barany","","based on nearby landmark","seconds","","'At the middle of the southern slope of the 'ridge quarry' of Villany about 10m west of locality no. 7 lies a cleft running in a north to south direction which continues downwards in a chimney-like cave about 1-1.5m in diameter.' (This chimney forms locality 8). Co-ordinates based on the village of Villany.","gp_mid","18.45","45.87","308","HU","","","","","","","","","","","","","Biharian Middle Pleistocene. The cave was opened from one side during quarrying and Kretzoi and his co-workers including the author (Janossy) in 1953 and 1955 removed material in 12 layers. The series starting from the bottom begins with reddish clay with large calcite deposits and in the upper layers is composed of limy loess formations.'","'limy loess formations.'","","","","","","","","","","","","","","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","grassland-steppe environment.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
"375782","occ","","","35464","Beremendia fissidens","species","40456","species not entered","Beremendia","","genus","40456","Middle Pleistocene","","0.781","0.126","Janossy","1986","9534","Chordata","Mammalia","","Soricidae","Beremendia","","","1","specimens","18.450001","45.866669","Villany locality 8 level 10","","Villány 8 level 10","HU","Barany","","based on nearby landmark","seconds","","'At the middle of the southern slope of the 'ridge quarry' of Villany about 10m west of locality no. 7 lies a cleft running in a north to south direction which continues downwards in a chimney-like cave about 1-1.5m in diameter.' (This chimney forms locality 8). Co-ordinates based on the village of Villany.","gp_mid","18.45","45.87","308","HU","","","","","","","","","","","","","Biharian Middle Pleistocene. The cave was opened from one side during quarrying and Kretzoi and his co-workers including the author (Janossy) in 1953 and 1955 removed material in 12 layers. The series starting from the bottom begins with reddish clay with large calcite deposits and in the upper layers is composed of limy loess formations.'","'limy loess formations.'","","","","","","","","","","","","","","macrofossils,mesofossils","","","","","","","","","","","","","","","","","","","","","biostratigraphic","bulk,field collection","","","","","","","","grassland-steppe environment.","terrestrial","","actively mobile","ground dwelling","","omnivore","viviparous","","hydroxyapatite","","",""
