Species	Status	min_age	max_age
Alloblarinella_sinica	extinct	5.333	11.608
Paenepetenyia_zhudingi	extinct	5.333	11.608
Cokia_kowalskae	extinct	5.333	11.608
Paranourosorex_inexspectatus	extinct	5.333	11.608
Paenelimnoecus_obtusus	extinct	5.333	11.608
Sorex_minutoides	extinct	3.6	5.333
Sorex_ertemteensis	extinct	3.6	5.333
Sorex_pseudoalpinus	extinct	3.6	5.333
Zelceina_kormosi	extinct	3.6	5.333
Paenepetenyia_zhudingi	extinct	3.6	5.333
Cokia_kowalskae	extinct	3.6	5.333
Paranourosorex_inexspectatus	extinct	3.6	5.333
Sorex	extinct	0.0117	0.126
Sorex_merriami	extinct	0.0117	0.126
Crocidosorex	extinct	23.03	28.4
Crocidosorex	extinct	20	22.4
Crocidosorex	extinct	20	22.4
Soricella_discrepans	extinct	20	22.4
Miosorex	extinct	16.9	20
Soricella_discrepans	extinct	16.9	20
Florinia_stehlini	extinct	16.9	20
Paenelimnoecus_micromorphus	extinct	16.9	20
Carposorex	extinct	16.9	20
Miosorex	extinct	16.9	20
Soricella_discrepans	extinct	16.9	20
Hemisorex	extinct	16.9	20
Crocidosoricinae	extinct	16.9	20
Miosorex_pusilliformis	extinct	15.97	16.9
Miosorex	extinct	15.97	16.9
Soricella_discrepans	extinct	15.97	16.9
Soricella	extinct	15.97	16.9
Florinia_stehlini	extinct	15.97	16.9
Lartetium_petersbuchense	extinct	15.97	16.9
Paenelimnoecus_micromorphus	extinct	15.97	16.9
Miosorex_pusilliformis	extinct	15.97	16.9
Soricella_discrepans	extinct	15.97	16.9
Florinia_stehlini	extinct	15.97	16.9
Lartetium_petersbuchense	extinct	15.97	16.9
Lartetium	extinct	15.97	16.9
Paenelimnoecus_micromorphus	extinct	15.97	16.9
Crusafontina_kormosi	extinct	7.75	8.7
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Sorex_subminutus	extinct	3.2	4.2
Petenyiella_zelcea	extinct	3.2	4.2
Soricidae	extinct	15.97	16.9
Sorex	extinct	0.126	0.781
Sorex	extinct	0.126	0.781
Miosorex_grivensis	extinct	11.1	12.75
Soricidae	extinct	7.75	9.7
Soricidae	extinct	7.75	9.7
Soricidae	extinct	7.75	9.7
Paenelimnoecus	extinct	5.333	11.608
Blarinoides_aliciae	extinct	2.588	3.2
Sorex_palustris	extinct	0	2.588
Blarina_brevicauda	extinct	0	2.588
Myosorex	extinct	2.588	7.246
Suncus	extinct	2.588	7.246
Soricidae	extinct	2.588	7.246
Crusafontina_vandeweerdi	extinct	5.333	8.7
Sorex_hoyi	extinct	0.0117	0.126
Sorex_palustris	extinct	0.0117	0.126
Sorex_arcticus	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Blarina_carolinensis	extinct	0.0117	0.126
Oligosorex	extinct	23.03	28.4
Ulmensia_antecedens	extinct	23.03	28.4
Crocidura	extinct	9.7	11.1
Soricidae	extinct	5.333	8.7
Soricidae	extinct	5.333	8.7
Crocidura	extinct	0.0117	2.588
Soricidae	extinct	11.1	12.75
Suncus	extinct	0	0.0117
Chimarrogale	extinct	0.0117	0.126
Anourosorex_squamipes	extinct	0.0117	0.126
Soriculus	extinct	0.0117	0.126
Pseudotrimylus_blacki	extinct	15.97	20.43
Cryptotis_parva	extant	0.0117	0.126
Paracryptotis_gidleyi	extinct	1.8	4.9
Cryptotis_parva	extant	0.0117	0.126
Sorex	extinct	0.0117	0.126
Cryptotis_parva	extant	0.0117	0.126
Notiosorex	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Cryptotis	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex	extinct	0	0.126
Sorex_arcticus	extinct	0.0117	0.126
Sorex_cinereus	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Notiosorex_crawfordi	extant	0	0.126
Sorex_cinereus	extinct	0.0117	0.126
Sorex_monticolus	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Crocidura	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Crocidura	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Crocidura	extinct	0.0117	0.126
Cryptotis_parva	extant	0.3	4.9
Sorex_arcticus	extinct	0.0117	0.126
Sorex_cinereus	extinct	0.0117	0.126
Sorex_dispar	extinct	0.0117	0.126
Sorex_fumeus	extinct	0.0117	0.126
Sorex_palustris	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Sorex_cinereus	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex_fumeus	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Sorex_cinereus	extinct	0	0.126
Sorex_fumeus	extinct	0	0.126
Sorex_arcticus	extinct	0	0.126
Sorex_cinereus	extinct	0	0.126
Sorex_dispar	extinct	0	0.126
Sorex_fumeus	extinct	0	0.126
Sorex	extinct	0	0.0117
Sorex	extinct	0.0117	0.126
Sorex	extinct	0	0.126
Sorex_arcticus	extinct	0	0.126
Sorex_cinereus	extinct	0	0.126
Sorex_dispar	extinct	0	0.126
Sorex_fumeus	extinct	0	0.126
Sorex_palustris	extinct	0	0.126
Sorex	extinct	0	0.126
Sorex_hoyi	extinct	0	0.126
Sorex_fumeus	extinct	0.3	1.8
Sorex	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex_cinereus	extinct	0.0117	0.126
Sorex_dispar	extinct	0.0117	0.126
Sorex_fumeus	extinct	0.0117	0.126
Sorex	extinct	0.126	0.781
Blarina_brevicauda	extinct	0	0.126
Sorex_fumeus	extinct	0	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex_cinereus	extinct	0.0117	0.126
Sorex_fumeus	extinct	0.0117	0.126
Sorex_arcticus	extinct	0.0117	0.126
Sorex_palustris	extinct	0.0117	0.126
Cryptotis_parva	extant	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Sorex	extinct	0	0.0117
Neomys_fodiens	extinct	0	0.0117
Sorex	extinct	0.126	0.781
Petenyia_hungarica	extinct	0.126	0.781
Suncus	extinct	2.588	3.6
Episoriculus	extinct	2.588	3.6
Soricidae	extinct	4.9	7.246
Soricidae	extinct	4.2	4.9
Soricidae	extinct	2.588	3.6
Sorex_arcticus	extinct	0.0117	0.126
Sorex_fumeus	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Cryptotis_parva	extant	0.0117	0.126
Sorex	extinct	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Sorex_cinereus	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Sorex	extinct	0.0117	0.126
Blarina	extinct	0.0117	0.126
Crocidura	extinct	0.0117	0.126
Soricidae	extinct	16.9	20
Sorex_cinereus	extinct	0.0117	2.588
Blarina_brevicauda	extinct	0.0117	2.588
Sorex_arcticus	extinct	0.0117	2.588
Sorex_hoyi	extinct	0.0117	2.588
Sorex	extinct	0.0117	0.126
Sorex_arcticus	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Blarina	extinct	0.0117	2.588
Sorex_cinereus	extinct	0.0117	0.126
Sorex_dispar	extinct	0.0117	0.126
Sorex_fumeus	extinct	0.0117	0.126
Sorex_palustris	extinct	0.0117	0.126
Sorex_hoyi	extinct	0.0117	0.126
Sorex_cinereus	extinct	0.3	1.8
Sorex_fumeus	extinct	0.3	1.8
Sorex	extinct	0.3	1.8
Cryptotis	extinct	0.3	1.8
Blarina_brevicauda	extinct	0.3	1.8
Sorex_cinereus	extinct	0.0117	2.588
Sorex	extinct	0.0117	2.588
Blarina_brevicauda	extinct	0.0117	2.588
Sorex	extinct	0.3	1.8
Amblycoptus	extinct	7.75	8.7
Miosorex_grivensis	extinct	13.65	15.97
Crocidosoricinae	extinct	13.65	15.97
Cryptotis_parva	extant	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Cryptotis_parva	extant	0.0117	0.126
Blarina_brevicauda	extinct	0.0117	0.126
Sorex_cinereus	extinct	0	0.0117
Sorex_palustris	extinct	0	0.0117
Paenelimnoecus_crouzeli	extinct	11.1	13.65
Paenelimnoecus_crouzeli	extinct	11.1	13.65
Sorex	extinct	2.588	3.2
Beremendia	extinct	2.588	3.2
Episoriculus_gibberodon	extinct	2.588	3.2
Beremendia	extinct	2.588	5.333
Episoriculus_gibberodon	extinct	2.588	5.333
Crocidura	extinct	2.588	5.333
Soricolestes_soricavus	extinct	37.2	48.6
Miosorex	extinct	13.65	15.97
Soricidae	extinct	13.65	15.97
Asoriculus	extinct	5.333	11.608
Aralosorex_kalini	extinct	23.03	28.4
Miocrocidosorex_zazhigini	extinct	15.97	23.03
Sorex	extinct	15.97	16.9
Soricidae	extinct	23.03	28.4
Pseudotrimylus_roperi	extinct	13.6	15.97
Antesorex_wilsoni	extinct	13.6	15.97
Alluvisorex	extinct	13.6	15.97
Paenelimnoecus	extinct	12.75	13.65
Soricidae	extinct	12.75	13.65
Crocidosoricinae	extinct	12.75	13.65
Soricidae	extinct	23.03	28.4
Soricidae	extinct	15.97	23.03
Soricidae	extinct	23.03	28.4
Pseudotrimylus	extinct	13.6	15.97
Sorex	extinct	0.0117	2.588
Paenelimnoecus	extinct	5.333	11.608
Srinitium	extinct	23.03	28.4
Sorex	extinct	0.3	1.8
Crocidosoricinae	extinct	23.03	28.4
Crocidosoricinae	extinct	23.03	28.4
Crocidura	extinct	0.0117	0.126
Soricidae	extinct	5.333	11.608
Soricidae	extinct	28.4	33.9
