lat,lng
42.790833,11.365278
42.790833,11.365278
38.136665,0.648889
41.405277,1.59
-25.19861,46.633057
33.134167,110.217781
33.134167,110.217781
33.134167,110.217781
42.200001,-103.099998
32.714722,-96.707497
42.816666,-114.949997
32.366669,-104.449997
32.366669,-104.449997
31.883333,-108.449997
31.883333,-108.449997
35.433334,-98.716667
42.783333,-105.683334
42.783333,-105.683334
39.483334,-114.033333
38.602779,-79.368889
40.974998,-83.449997
40.974998,-83.449997
32.549999,-110.650002
50.183334,-114.51667
50.183334,-114.51667
50.183334,-114.51667
50.183334,-114.51667
41.406113,141.434174
41.406113,141.434174
41.401943,141.429718
41.401943,141.429718
41.401943,141.429718
41.401943,141.429718
29.799999,-82.099998
38.086109,-79.656944
38.086109,-79.656944
38.086109,-79.656944
38.086109,-79.656944
38.086109,-79.656944
38.086109,-79.656944
38.086109,-79.656944
38.086109,-79.656944
37.097298,-81.336098
37.097298,-81.336098
37.097298,-81.336098
37.097298,-81.336098
37.097298,-81.336098
37.987221,-79.830833
37.987221,-79.830833
37.952778,-79.76722
37.952778,-79.76722
37.952778,-79.76722
37.952778,-79.76722
37.224998,-80.678886
37.294724,-80.593613
37.064445,-81.690559
36.780556,-81.92083
36.780556,-81.92083
36.780556,-81.92083
36.780556,-81.92083
36.780556,-81.92083
36.780556,-81.92083
36.780556,-81.92083
36.799999,-82.800003
37.346111,-80.75972
37.346111,-80.75972
36.68528,-81.971107
37.211388,-80.811668
37.211388,-80.811668
38.96611,-78.208885
38.332222,-79.570274
38.332222,-79.570274
38.332222,-79.570274
36.88361,-80.916389
37.334721,-80.679169
37.334721,-80.679169
38.357777,-79.083054
38.357777,-79.083054
38.357777,-79.083054
38.357777,-79.083054
38.357777,-79.083054
38.357777,-79.083054
38.357777,-79.083054
51.958057,4.053056
51.958057,4.053056
51.958057,4.053056
51.958057,4.053056
33.583332,-7.65
33.583332,-7.65
31.416668,79.75
31.483334,79.800003
-32.966702,18.15
38.833332,-79.283333
38.833332,-79.283333
38.833332,-79.283333
38.833332,-79.283333
38.833332,-79.283333
38.833332,-79.29583
38.833332,-79.29583
38.577221,-79.363609
38.577221,-79.363609
38.476665,-78.892776
38.476665,-78.892776
38.476665,-78.892776
38.910278,-79.725281
38.910278,-79.725281
50.127777,-3.655278
46.30611,88.01667
37.543331,-80.398888
37.543331,-80.398888
37.543331,-80.398888
37.543331,-80.398888
38.833332,-79.283333
38.700001,-79.300003
38.700001,-79.300003
38.700001,-79.300003
38.602779,-79.368889
38.602779,-79.368889
38.602779,-79.368889
38.602779,-79.368889
38.602779,-79.368889
38.700001,-79.300003
38.700001,-79.300003
38.700001,-79.300003
38.700001,-79.300003
38.700001,-79.300003
38.605556,-79.370834
38.605556,-79.370834
38.605556,-79.370834
39.599998,-78.699997
47.393318,18.460489
39.808334,-8.866389
48.663612,10.229167
25.700001,-80.400002
28.083332,-80.599998
29.407499,-82.476387
29.407499,-82.476387
46.666668,-113.099998
46.666668,-113.099998
47.965279,19.686111
47.965279,19.686111
48.133888,16.917221
48.133888,16.917221
48.133888,16.917221
48.133888,16.917221
48.133888,16.917221
48.133888,16.917221
43.720554,99.926941
48.094444,10.033333
48.094444,10.033333
44.685833,7.916944
50.298058,57.181389
50.433334,80.26667
40.471943,-2.675833
36.464901,104.155998
42.683334,-102.849998
42.683334,-102.849998
42.683334,-102.849998
47.916668,19.700001
47.916668,19.700001
47.916668,19.700001
30.083332,70.333336
30.083332,70.333336
30.083332,70.333336
39.200001,-117.900002
40.374722,23.166668
35.182777,24.404444
44.75,2.666667
37.056667,-120.195831
44.425835,18.441944
44.425835,18.441944
36.677502,22.366388
40.612221,33.633057
50.200001,13.333333
