"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Ursidae"
"Access Time","Wed 2017-02-22 07:50:18 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Ursidae"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0316"
"Records Found","772"
"Records Returned","772"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"487331","occ","","","48890","Ursus cf. deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13053"
"487413","occ","","","48911","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13054"
"487421","occ","","","48912","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13054"
"488506","occ","","","49087","Ursus sp.","genus","41331","","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13054"
"488521","occ","","","49089","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Middle Pleistocene","","0.781","0.126","13054"
"488524","occ","","","49089","Plionarctos sp.","genus","41322","","Plionarctos","genus","41322","Middle Pleistocene","","0.781","0.126","13054"
"488531","occ","","","49090","Plionarctos ? sp.","genus","41322","","Plionarctos","genus","41322","Middle Pleistocene","","0.781","0.126","13054"
"488532","occ","","","49091","Plionarctos n. sp. telonensis","species","41322","species not entered","Plionarctos","genus","41322","Early Pleistocene","Middle Pleistocene","2.588","0.126","13054"
"488533","occ","","","49091","Ursus cf. deningeri","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","Middle Pleistocene","2.588","0.126","13054"
"488534","occ","","","49091","Ursidae indet.","family","41301","","Ursidae","family","41301","Early Pleistocene","Middle Pleistocene","2.588","0.126","13054"
"488557","occ","","","49093","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13054"
"489215","occ","","","49211","Ursus cf. etruscus","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","Middle Pleistocene","2.588","0.126","13792"
"489317","occ","","","49240","Ursus etruscus","species","41331","species not entered","Ursus","genus","41331","Pliocene","Pleistocene","5.333","0.0117","13150"
"489369","occ","","","49254","Ursus etruscus","species","41331","species not entered","Ursus","genus","41331","MN 17","","2.588","1.806","13155"
"489592","occ","","","49239","Ursus cf. etruscus","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","Middle Pleistocene","2.588","0.126","13155"
"489797","occ","","","49353","Ursus sp.","genus","41331","","Ursus","genus","41331","Ruscinian","Villanyian","5.333","2.588","13151"
"489940","occ","","","49406","Ursus minimus","species","41331","species not entered","Ursus","genus","41331","MN 16","","3.2","2.588","13151"
"490050","occ","","","49421","Ursavus brevirhinus","species","52598","","Ursavus brevirhinus","species","52598","MN 7 + 8","","12.75","11.1","13210"
"492285","occ","","","32105","Ursus etruscus","species","41331","species not entered","Ursus","genus","41331","MN 17","","2.588","1.806","13340"
"493140","occ","","","49813","Ursus sp.","genus","41331","","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13378"
"493204","occ","","","49816","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13380"
"494705","occ","","","49999","Ursus cf. deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13430"
"494717","occ","","","50000","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","","2.588","0.781","9643"
"497016","occ","","","50196","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","9643"
"497017","occ","","","50196","Ursus thibetanus","species","104029","","Ursus thibetanus","species","104029","Middle Pleistocene","","0.781","0.126","9643"
"497082","occ","","","50198","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","9643"
"497121","occ","","","50199","Ursus thibetanus","species","104029","","Ursus thibetanus","species","104029","Middle Pleistocene","","0.781","0.126","9643"
"497122","occ","","","50199","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","9643"
"497443","occ","","","50242","Ursus aff. deningeri","species","41331","species not entered","Ursus","genus","41331","Pleistocene","","2.588","0.0117","9643"
"497586","occ","","","50257","Ursus sp.","genus","41331","","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","9643"
"497645","occ","","","50258","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","9643"
"497678","occ","","","50259","Ursus arctos","species","52604","","Ursus arctos","species","52604","Middle Pleistocene","","0.781","0.126","9643"
"497679","occ","","","50259","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Middle Pleistocene","","0.781","0.126","9643"
"497776","occ","","","50274","Ursus etruscus","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","","2.588","0.781","8651"
"498799","occ","","","50466","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","Middle Pleistocene","2.588","0.126","13532"
"498811","occ","13064","","50342","Ursus etruscus","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","","2.588","0.781","13519"
"498836","occ","","","50342","Ursus deningeri","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","","2.588","0.781","13519"
"501607","occ","","","50913","Ursus ex gr. minimus","species","41331","species not entered","Ursus","genus","41331","MN 14","","4.9","4.2","13592"
"501761","occ","","","50935","Ursus ex gr. minimus","species","41331","species not entered","Ursus","genus","41331","MN 15","","4.2","3.2","13592"
"501808","occ","","","50940","Ursus sp.","genus","41331","","Ursus","genus","41331","MN 15","","4.2","3.2","13592"
"501831","occ","","","50943","Agriotherium sp.","genus","41303","","Agriotherium","genus","41303","MN 15","MN 16","4.2","2.588","13592"
"501832","occ","","","50943","Ursus ex gr. minimus","species","41331","species not entered","Ursus","genus","41331","MN 15","MN 16","4.2","2.588","13592"
"501876","occ","","","50990","Ursus sp.","genus","41331","","Ursus","genus","41331","Calabrian","","1.806","0.781","13611"
"502019","occ","","","48093","Ursus sp.","genus","41331","","Ursus","genus","41331","Gelasian","","2.588","1.806","13613"
"502575","occ","","","51100","Ailuropoda melanoleuca","species","104016","","Ailuropoda melanoleuca","species","104015","Middle Pleistocene","","0.781","0.126","13623"
"502576","occ","","","51100","Ursus sp.","genus","41331","","Ursus","genus","41331","Middle Pleistocene","","0.781","0.126","13623"
"510966","occ","","","51778","Ursus ex gr. etruscus","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","","2.588","0.781","13786"
"528335","occ","","","53979","Pachycynodon n. sp. teilhardi","species","334746","recombined as","Amphicynodon teilhardi","species","334746","Early Oligocene","","33.9","28.4","57672"
"528336","occ","","","53978","Amphicynodon teilhardi","species","334747","","Amphicynodon teilhardi","species","334746","Early Oligocene","","33.9","28.4","14576"
"530201","occ","","","54136","Ursavus primaevus","species","52600","","Ursavus primaevus","species","52600","Serravallian","Tortonian","13.82","7.246","14634"
"541055","occ","","","56563","Indarctos arctoides","species","90201","","Indarctos arctoides","species","90201","Late Miocene","","11.608","5.333","15232"
"565016","occ","","","45481","Kolponomos clallamensis","species","71917","","Kolponomos clallamensis","species","71917","Aquitanian","","23.03","20.44","16750"
"565018","occ","","","58993","Kolponomos n. sp. newportensis","species","71918","","Kolponomos newportensis","species","71918","Hemingfordian","Barstovian","20.43","13.6","16750"
"565623","occ","","","59150","Ursus sp.","genus","41331","","Ursus","genus","41331","Holocene","","0.0117","0","16894"
"565656","occ","","","36709","n. gen. Adelpharctos n. sp. mirus","species","72206","","Adelpharctos mirus","species","72206","MP 23","","33.9","28.4","16906"
"592867","occ","","","26574","Plionarctos sp.","genus","41322","","Plionarctos","genus","41322","Late Hemphillian","Blancan","10.3","1.8","18109"
"595310","occ","","","63085","Dinocyon thenardi","species","339546","","Dinocyon thenardi","species","339546","Miocene","","23.03","5.333","18167"
"595315","occ","","","63085","Dinocyon sp.","genus","41311","","Dinocyon","genus","41311","Miocene","","23.03","5.333","18167"
"596740","occ","","","63229","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","18196"
"599439","occ","","","63588","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","18290"
"610352","occ","","","65405","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Pleistocene","","2.588","0.0117","18853"
"627314","occ","","","67661","Indarctos arctoides","species","90201","","Indarctos arctoides","species","90201","MN 10","","9.7","8.7","19320"
"635624","occ","","","68380","Ursus cf. microdontus","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","","2.588","0.781","19685"
"635625","occ","","","68380","Ailuropoda microta","species","104006","","Ailuropoda microta","species","104006","Early Pleistocene","","2.588","0.781","19685"
"640707","occ","","","35750","Cephalogale sp.","genus","41310","","Cephalogale","genus","41310","MN 2","","22.4","20","19922"
"640885","occ","","","69099","Hemicyon stehlini","species","41314","species not entered","Hemicyon","genus","41314","MN 4","","16.9","15.97","19926"
"640992","occ","","","69106","Hemicyon stehlini","species","41314","species not entered","Hemicyon","genus","41314","MN 4","","16.9","15.97","19926"
"640993","occ","","","69106","Ursavus brevirhinus","species","52598","","Ursavus brevirhinus","species","52598","MN 4","","16.9","15.97","19926"
"641030","occ","","","69116","Ursavus brevirhinus","species","52598","","Ursavus brevirhinus","species","52598","MN 4","","16.9","15.97","19926"
"645290","occ","","","69711","Hemicyon sansaniensis","species","339538","","Hemicyon sansaniensis","species","339538","MN 6","","13.65","12.75","23390"
"645291","occ","","","69711","Hemicyon cf. sansaniensis","species","339538","","Hemicyon sansaniensis","species","339538","MN 6","","13.65","12.75","23390"
"645295","occ","","","69711","Ursavus brevirhinus","species","52598","","Ursavus brevirhinus","species","52598","MN 6","","13.65","12.75","23390"
"645348","occ","","","69712","Hemicyon goeriachensis","species","41314","species not entered","Hemicyon","genus","41314","MN 6","MN 7 + 8","13.65","11.1","23390"
"645356","occ","","","69712","Ursavus brevirhinus","species","52598","","Ursavus brevirhinus","species","52598","MN 6","MN 7 + 8","13.65","11.1","23390"
"648265","occ","","","28043","Cephalogale sp.","genus","41310","","Cephalogale","genus","41310","Harrisonian","","24.8","20.43","19303"
"654801","occ","","","70673","Arctodus tarijensis","species","41308","species not entered","Arctodus","genus","41308","Early Pleistocene","","2.588","0.781","19694"
"654802","occ","","","70673","Arctodus wingei","species","41308","species not entered","Arctodus","genus","41308","Early Pleistocene","","2.588","0.781","19694"
"654895","occ","24629","","70704","Arctotherium sp.","genus","44307","","Arctotherium","genus","44307","Middle Pleistocene","","0.781","0.126","35631"
"658993","occ","","","71060","Ursus ex gr. deningeri","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","","2.588","0.781","23807"
"658999","occ","","","71061","Ursus ex gr. ruscinensis","species","41331","species not entered","Ursus","genus","41331","MN 14","","4.9","4.2","23813"
"659278","occ","","","22160","Ursidae indet.","family","41301","","Ursidae","family","41301","Zanclean","","5.333","3.6","5357"
"659279","occ","","","22160","Agriotherium sp.","genus","41303","","Agriotherium","genus","41303","Zanclean","","5.333","3.6","5357"
"659344","occ","","","22139","Agriotherium sp.","genus","41303","","Agriotherium","genus","41303","Tortonian","Zanclean","11.62","3.6","23832"
"659446","occ","","","71105","Hemicyon teilhardi","species","41314","species not entered","Hemicyon","genus","41314","MN 6","","13.65","12.75","23812"
"661479","occ","","","71263","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","Holocene","0.126","0","24053"
"661594","occ","","","71277","Arctodus sp.","genus","41308","","Arctodus","genus","41308","Late Pleistocene","","0.126","0.0117","23923"
"661633","occ","","","71283","Arctotherium sp.","genus","44307","","Arctotherium","genus","44307","Late Pleistocene","","0.126","0.0117","23881"
"661805","occ","24630","","71303","Arctotherium sp.","genus","44307","","Arctotherium","genus","44307","Lujanian","","0.781","0.012","35631"
"661924","occ","","","71313","Arctotherium brasiliense","species","182927","recombined as","Arctotherium (Pararctotherium) brasiliense","species","182926","Late Pleistocene","Holocene","0.126","0","24122"
"662002","occ","","","71322","Arctotherium sp.","genus","44307","","Arctotherium","genus","44307","Ensenadan","","1.2","0.781","23916"
"662096","occ","","","71334","Arctotherium brasiliense","species","182927","recombined as","Arctotherium (Pararctotherium) brasiliense","species","182926","Late Pleistocene","","0.126","0.0117","23910"
"662145","occ","","","71335","Arctotherium cf. bonaerense","species","44307","species not entered","Arctotherium","genus","44307","Late Pleistocene","","0.126","0.0117","24109"
"662217","occ","","","71345","Tremarctos mexicanus","species","52412","subjective synonym of","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","24078"
"662218","occ","","","71345","Euarctos sp.","genus","104035","subjective synonym of","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","24078"
"666291","occ","","","37788","Tremarctotherium simum","species","52415","recombined as","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","24248"
"667135","occ","","","71873","Hemicyon stehlini","species","41314","species not entered","Hemicyon","genus","41314","MN 4","","16.9","15.97","24290"
"667174","occ","","","68547","Hemicyon sansaniensis","species","339538","","Hemicyon sansaniensis","species","339538","MN 5","","15.97","13.65","24292"
"667175","occ","","","68547","Plithocyon sp.","genus","41323","","Plithocyon","genus","41323","MN 5","","15.97","13.65","24292"
"667176","occ","","","68547","Ursavus cf. primaevus","species","52600","","Ursavus primaevus","species","52600","MN 5","","15.97","13.65","24292"
"667177","occ","","","68547","Ursavus aff. intermedius","species","41329","species not entered","Ursavus","genus","41329","MN 5","","15.97","13.65","24292"
"683276","occ","","","73636","Ailuropoda microta","species","104006","","Ailuropoda microta","species","104006","Late Pliocene","","3.6","2.588","24689"
"683545","occ","","","73686","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","24700"
"683618","occ","","","73707","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","24706"
"683961","occ","","","73752","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","2588"
"689832","occ","","","74139","Ursus n. sp. procerus","species","52611","subjective synonym of","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","31591"
"689833","occ","","","74140","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","24884"
"689834","occ","","","74141","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","24884"
"689849","occ","","","74143","Euarctos sp.","genus","104035","subjective synonym of","Ursus","genus","41331","Pleistocene","","2.588","0.0117","24886"
"690448","occ","","","74240","Ursus floridanus","species","105094","subjective synonym of","Ursus americanus","species","52602","Pleistocene","","2.588","0.0117","24936"
"690454","occ","","","74242","Ursidae indet.","family","41301","","Ursidae","family","41301","Pleistocene","","2.588","0.0117","24936"
"690465","occ","","","74246","Euarctos americanus","species","104038","recombined as","Ursus americanus","species","52602","Pleistocene","","2.588","0.0117","24936"
"691267","occ","","","74478","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","24985"
"691268","occ","","","74479","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","24986"
"691269","occ","24627","","74480","Arctodus sp.","genus","41308","","Arctodus","genus","41308","Pleistocene","","2.588","0.0117","35631"
"691615","occ","","","74496","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","24991"
"696768","occ","","","74954","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","25288"
"699341","occ","","","56733","Ursus etruscus","species","41331","species not entered","Ursus","genus","41331","Early Pleistocene","","2.588","0.781","25340"
"703217","occ","23332","","67659","cf. Kolponomos sp.","genus","41316","","Kolponomos","genus","41316","Aquitanian","","23.03","20.44","33321"
"709951","occ","","","76059","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","25748"
"710051","occ","","","76060","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","25748"
"710052","occ","","","76060","Ursus cf. americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","25748"
"713687","occ","","","76530","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pliocene","","3.6","2.588","24838"
"713733","occ","","","50943","Ursus sp.","genus","41331","","Ursus","genus","41331","MN 15","MN 16","4.2","2.588","24838"
"723098","occ","","","52582","Ursidae indet.","family","41301","","Ursidae","family","41301","Zanclean","","5.333","3.6","26240"
"724042","occ","","","77749","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Pleistocene","","2.588","0.0117","26261"
"724043","occ","","","77750","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Early Pleistocene","","2.588","0.781","26261"
"724044","occ","","","58419","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Middle Pleistocene","","0.781","0.126","26261"
"724045","occ","","","49816","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Middle Pleistocene","","0.781","0.126","26261"
"724046","occ","","","77751","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Early Pleistocene","","2.588","0.781","26261"
"724047","occ","","","77753","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Late Pliocene","","3.6","2.588","26261"
"724054","occ","","","77754","Ursus ferox","species","105075","subjective synonym of","Ursus arctos","species","52604","Middle Pleistocene","","0.781","0.126","26261"
"740000","occ","","","79548","Ursus cf. arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","26697"
"741192","occ","","","59167","Agriotherium africanum","species","199981","","Agriotherium africanum","species","199981","Messinian","Piacenzian","7.246","2.588","5401"
"745059","occ","","","79920","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","","0.126","0.0117","26822"
"745060","occ","","","79757","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Rancholabrean","","0.3","0.012","26822"
"745061","occ","","","79921","Arctodus pristinus","species","44276","","Arctodus pristinus","species","44276","Middle Pleistocene","","0.781","0.126","26822"
"745062","occ","","","79922","Arctodus pristinus","species","44276","","Arctodus pristinus","species","44276","Late Pleistocene","","0.126","0.0117","26822"
"745063","occ","","","79923","Arctodus pristinus","species","44276","","Arctodus pristinus","species","44276","Late Pleistocene","","0.126","0.0117","26822"
"764836","occ","","","81672","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585"
"764837","occ","","","81673","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585"
"764838","occ","","","81674","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585"
"764839","occ","","","81675","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585"
"764840","occ","","","81676","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585"
"764841","occ","","","81677","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585"
"764842","occ","","","81678","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585"
"764843","occ","","","81679","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Late Pleistocene","","0.126","0.0117","27585"
"764844","occ","","","81680","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","27585"
"781628","occ","","","84195","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","28192"
"781877","occ","","","84181","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","28213"
"798181","occ","","","86852","Arctodus simus","species","44277","","Arctodus simus","species","44309","Pleistocene","","2.588","0.0117","29235"
"813631","occ","","","89536","Ursus sp.","genus","41331","","Ursus","genus","41331","Pleistocene","","2.588","0.0117","19106"
"819167","occ","","","90036","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","30172"
"819185","occ","","","90037","Ursidae indet.","family","41301","","Ursidae","family","41301","Late Pleistocene","","0.126","0.0117","30172"
"820813","occ","","","18581","Indarctos sp.","genus","41315","","Indarctos","genus","41315","Hemphillian","","10.3","4.9","16572"
"829400","occ","","","91467","Cephalogale sp.","genus","41310","","Cephalogale","genus","41310","MP 21","","33.9","28.4","30811"
"835708","occ","","","92781","Ailuropoda melanoleuca","species","104016","","Ailuropoda melanoleuca","species","104015","Middle Pleistocene","","0.781","0.126","31293"
"835709","occ","","","92781","Ursus thibetanus","species","104029","","Ursus thibetanus","species","104029","Middle Pleistocene","","0.781","0.126","31293"
"835710","occ","","","92781","Ursus malayanus","species","104033","","Ursus malayanus","species","104033","Middle Pleistocene","","0.781","0.126","31293"
"836036","occ","","","92787","Selenarctos thibetanus","species","104030","recombined as","Ursus thibetanus","species","104029","Late Pleistocene","","0.126","0.0117","31309"
"836037","occ","","","92787","Helarctos malayanus","species","104036","recombined as","Ursus malayanus","species","104033","Late Pleistocene","","0.126","0.0117","31309"
"836038","occ","","","92787","Ailuropoda melanoleuca","species","104016","","Ailuropoda melanoleuca","species","104015","Late Pleistocene","","0.126","0.0117","31309"
"837736","occ","","","92955","Ursus maritimus","species","52609","","Ursus maritimus","species","52609","Holocene","","0.0117","0","31408"
"838501","occ","","","17508","Allocyon loganensis","species","43876","","Allocyon loganensis","species","43876","Arikareean","","30.8","20.43","31438"
"838771","occ","","","93103","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","3185"
"838772","occ","","","93103","Arctodus cf. simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","3185"
"838805","occ","","","93106","Agriotherium cf. schneideri","species","43836","","Agriotherium schneideri","species","43836","Blancan","","4.9","1.8","31461"
"839072","occ","","","93141","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","31472"
"839083","occ","","","93141","Tremarctotherium sp.","genus","52413","subjective synonym of","Arctodus","genus","41308","Late Pleistocene","","0.126","0.0117","31472"
"839967","occ","","","93181","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","31486"
"840117","occ","","","93182","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","31487"
"841173","occ","","","74235","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","31524"
"841174","occ","","","74235","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","31524"
"841192","occ","","","93250","Ursus sp.","genus","41331","","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","31524"
"841215","occ","24628","","93251","Arctodus sp.","genus","41308","","Arctodus","genus","41308","Late Pleistocene","","0.126","0.0117","35631"
"841236","occ","","","93253","Ursus cf. americanus","species","52602","","Ursus americanus","species","52602","Pleistocene","","2.588","0.0117","31526"
"841264","occ","","","93258","Ursus horribilis","species","52606","subjective synonym of","Ursus arctos","species","52604","Pleistocene","Holocene","2.588","0","31531"
"841385","occ","","","93277","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","31585"
"841391","occ","","","93278","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","31546"
"841392","occ","","","93278","Ursus cf. arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","31546"
"841393","occ","","","93278","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","31546"
"841395","occ","","","93279","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","31546"
"841396","occ","","","93279","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","31546"
"841435","occ","","","93281","Arctodus sp.","genus","41308","","Arctodus","genus","41308","Late Pleistocene","","0.126","0.0117","31547"
"841750","occ","","","93333","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","31579"
"841758","occ","","","93334","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","31580"
"841769","occ","","","93335","Ursus americanus","species","52602","","Ursus americanus","species","52602","Holocene","","0.0117","0","31581"
"841770","occ","","","93336","Ursus americanus","species","52602","","Ursus americanus","species","52602","Holocene","","0.0117","0","31581"
"841771","occ","","","93337","Ursus americanus","species","52602","","Ursus americanus","species","52602","Holocene","","0.0117","0","31581"
"841773","occ","","","93338","Ursus americanus","species","52602","","Ursus americanus","species","52602","Holocene","","0.0117","0","31581"
"841782","occ","","","93341","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","31583"
"841786","occ","","","93345","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","Holocene","0.126","0","31584"
"841787","occ","","","93348","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","Holocene","0.126","0","31584"
"841788","occ","","","93344","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","Holocene","0.126","0","31584"
"841789","occ","","","93345","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","Holocene","0.126","0","31584"
"841790","occ","","","93346","Tremarctos floridanus","species","52411","","Tremarctos floridanus","species","44274","Late Pleistocene","Holocene","0.126","0","31584"
"841791","occ","","","93347","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","Holocene","0.126","0","31584"
"841796","occ","","","93277","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","31585"
"841897","occ","","","93370","Arctotherium n. sp. yukonense","species","44310","subjective synonym of","Arctodus simus","species","44309","Pleistocene","","2.588","0.0117","31590"
"841898","occ","","","93371","Arctodus simus","species","44277","","Arctodus simus","species","44309","Late Pleistocene","","0.126","0.0117","31593"
"841972","occ","","","93375","Ursus sp.","genus","41331","","Ursus","genus","41331","Holocene","","0.0117","0","31597"
"842293","occ","","","93486","Ursus americanus","species","52602","","Ursus americanus","species","52602","Late Pleistocene","","0.126","0.0117","31631"
"842495","occ","","","93524","Ursus malayanus","species","104033","","Ursus malayanus","species","104033","Late Pleistocene","","0.126","0.0117","31625"
"842526","occ","","","93527","Euarctos sp.","genus","104035","subjective synonym of","Ursus","genus","41331","Late Pleistocene","","0.126","0.0117","31646"
"847924","occ","","","94328","Ursus arctos","species","52604","","Ursus arctos","species","52604","Early Pleistocene","Late Pleistocene","2.588","0.0117","32076"
"872394","occ","","","96683","Ursus americanus","species","52602","","Ursus americanus","species","52602","Quaternary","","2.588","0","32942"
"872658","occ","","","96713","Ursus sp.","genus","41331","","Ursus","genus","41331","Neogene","","23.03","2.588","32997"
"872672","occ","","","96714","Ursus sp.","genus","41331","","Ursus","genus","41331","Pleistocene","","2.588","0.0117","32997"
"872686","occ","","","96717","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Pleistocene","","2.588","0.0117","32997"
"872689","occ","","","96718","Ursus spelaeus","species","90654","","Ursus spelaeus","species","90654","Pleistocene","","2.588","0.0117","32997"
"872907","occ","","","96782","Ursus arctos","species","52604","","Ursus arctos","species","52604","Late Pleistocene","","0.126","0.0117","33015"
